key,ideaA,ideaB,persona,relatedness,generality,model
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,expert,3,0,mistral
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,phd,3,0,mistral
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,novice,3,0,mistral
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,phd,2,0,mistral
"('existence', 'existenceofgod')",existence of god,existence,expert,3,0,mistral
"('existence', 'existenceofgod')",existence of god,existence,phd,3,0,mistral
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,expert,2,-1,mistral
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,phd,2,1,mistral
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,expert,3,0,mistral
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,phd,3,0,mistral
"('physicalism', 'zombies')",zombies,physicalism,expert,2,0,mistral
"('physicalism', 'zombies')",zombies,physicalism,phd,2,0,mistral
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,expert,3,0,mistral
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,phd,2,0,mistral
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,expert,4,0,mistral
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,phd,4,0,mistral
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,expert,4,0,mistral
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,phd,4,0,mistral
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,expert,2,0,mistral
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,phd,2,0,mistral
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,expert,4,0,mistral
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,phd,4,0,mistral
"('folkpsychology', 'perception')",folk psychology,perception,expert,2,0,mistral
"('folkpsychology', 'perception')",folk psychology,perception,phd,2,-1,mistral
"('computerethics', 'ethics')",computer ethics,ethics,expert,4,0,mistral
"('computerethics', 'ethics')",computer ethics,ethics,phd,4,0,mistral
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,expert,2,0,mistral
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,phd,2,0,mistral
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,expert,2,0,mistral
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,phd,2,0,mistral
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,expert,4,0,mistral
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,phd,3,0,mistral
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,course_taker,4,0,mistral
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,expert,4,0,mistral
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,expert,4,2,mistral
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,phd,4,2,mistral
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,expert,2,1,mistral
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,phd,2,1,mistral
"('ideas', 'metaphysics')",ideas,metaphysics,expert,3,1,mistral
"('ideas', 'metaphysics')",ideas,metaphysics,phd,2,0,mistral
"('matter', 'perception')",matter,perception,expert,2,1,mistral
"('matter', 'perception')",matter,perception,phd,2,1,mistral
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,expert,2,1,mistral
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,phd,2,1,mistral
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,expert,3,0,mistral
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,phd,2,0,mistral
"('churchturingthesis', 'turingmachine')",church-turing thesis,turing machine,expert,4,0,mistral
"('churchturingthesis', 'turingmachine')",church-turing thesis,turing machine,phd,4,1,mistral
"('cognitivevalueofart', 'perception')",cognitive value of art,perception,expert,2,0,mistral
"('cognitivevalueofart', 'perception')",cognitive value of art,perception,phd,2,0,mistral
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,expert,4,0,mistral
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,phd,4,0,mistral
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,expert,2,0,mistral
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,phd,2,-1,mistral
"('artificialintelligence', 'churchturingthesis')",church-turing thesis,artificial intelligence,expert,3,1,mistral
"('artificialintelligence', 'churchturingthesis')",church-turing thesis,artificial intelligence,phd,2,1,mistral
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,expert,4,0,mistral
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,phd,3,0,mistral
"('cognitivescience', 'eliminativematerialism')",eliminative materialism,cognitive science,expert,3,0,mistral
"('cognitivescience', 'eliminativematerialism')",eliminative materialism,cognitive science,phd,2,0,mistral
"('epistemologyofscience', 'metaphysics')",epistemology of science,metaphysics,expert,2,0,mistral
"('epistemologyofscience', 'metaphysics')",epistemology of science,metaphysics,phd,2,0,mistral
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,expert,2,1,mistral
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,phd,2,1,mistral
"('bellstheorem', 'quantummechanics')",bell's theorem,quantum mechanics,expert,3,0,mistral
"('bellstheorem', 'quantummechanics')",bell's theorem,quantum mechanics,phd,4,0,mistral
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,course_taker,2,0,mistral
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,phd,2,0,mistral
"('epistemology', 'theoryofforms')",theory of forms,epistemology,expert,2,0,mistral
"('epistemology', 'theoryofforms')",theory of forms,epistemology,phd,2,0,mistral
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,expert,3,0,mistral
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,phd,3,0,mistral
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,expert,2,-1,mistral
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,phd,2,-1,mistral
"('inherence', 'metaphysics')",inherence,metaphysics,expert,4,0,mistral
"('inherence', 'metaphysics')",inherence,metaphysics,phd,2,0,mistral
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,expert,4,0,mistral
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,phd,4,0,mistral
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,expert,2,0,mistral
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,phd,2,0,mistral
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,expert,3,0,mistral
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,phd,2,0,mistral
"('cognitivescience', 'perception')",cognitive science,perception,expert,4,0,mistral
"('cognitivescience', 'perception')",cognitive science,perception,phd,4,0,mistral
"('confirmationandinduction', 'metaphysics')",confirmation and induction,metaphysics,expert,1,-1,mistral
"('confirmationandinduction', 'metaphysics')",confirmation and induction,metaphysics,phd,2,0,mistral
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,expert,3,0,mistral
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,phd,2,0,mistral
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,expert,4,0,mistral
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,phd,4,0,mistral
"('relativism', 'truth')",relativism,truth,expert,4,0,mistral
"('relativism', 'truth')",relativism,truth,phd,4,3,mistral
"('philosophyofreligion', 'theism')",theism,philosophy of religion,expert,4,0,mistral
"('philosophyofreligion', 'theism')",theism,philosophy of religion,phd,4,0,mistral
"('fregestheoremandfoundationsforarithmetic', 'philosophyoflaw')",frege's theorem and foundations for arithmetic,philosophy of law,course_taker,2,0,mistral
"('fregestheoremandfoundationsforarithmetic', 'philosophyoflaw')",frege's theorem and foundations for arithmetic,philosophy of law,phd,2,0,mistral
"('futurecontingents', 'historyoflogic')",future contingents,history of logic,novice,2,-1,mistral
"('futurecontingents', 'historyoflogic')",future contingents,history of logic,phd,2,-1,mistral
"('nonconceptualcontent', 'perception')",non-conceptual content,perception,expert,4,0,mistral
"('nonconceptualcontent', 'perception')",non-conceptual content,perception,phd,3,0,mistral
"('foundationalisttheoriesofepistemicjustification', 'justification')",foundationalist theories of epistemic justification,justification,expert,4,0,mistral
"('foundationalisttheoriesofepistemicjustification', 'justification')",foundationalist theories of epistemic justification,justification,phd,4,0,mistral
"('philosophyofmind', 'selfconsciousness')",self-consciousness,philosophy of mind,expert,4,0,mistral
"('philosophyofmind', 'selfconsciousness')",self-consciousness,philosophy of mind,phd,3,0,mistral
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,expert,3,0,mistral
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,phd,2,0,mistral
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,expert,4,0,mistral
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,phd,3,0,mistral
"('animalconsciousness', 'consciousness')",animal consciousness,consciousness,expert,4,0,mistral
"('animalconsciousness', 'consciousness')",animal consciousness,consciousness,phd,3,0,mistral
"('17thand18thcenturytheoriesofemotions', 'perception')",17th and 18th century theories of emotions,perception,expert,2,0,mistral
"('17thand18thcenturytheoriesofemotions', 'perception')",17th and 18th century theories of emotions,perception,phd,2,-1,mistral
"('combininglogics', 'logic')",logic,combining logics,course_taker,4,1,mistral
"('combininglogics', 'logic')",logic,combining logics,phd,4,1,mistral
"('consciousnessandscience', 'perception')",consciousness and science,perception,expert,3,1,mistral
"('consciousnessandscience', 'perception')",consciousness and science,perception,phd,3,1,mistral
"('epistemology', 'otherminds')",other minds,epistemology,expert,3,0,mistral
"('epistemology', 'otherminds')",other minds,epistemology,phd,3,0,mistral
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,expert,4,0,mistral
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,phd,4,0,mistral
"('existence', 'possibleworlds')",possible worlds,existence,expert,3,0,mistral
"('existence', 'possibleworlds')",possible worlds,existence,phd,4,0,mistral
"('afterlife', 'incompatibilism')",incompatibilism,afterlife,expert,2,0,mistral
"('afterlife', 'incompatibilism')",incompatibilism,afterlife,phd,1,-1,mistral
"('mathematicallogic', 'metaphysics')",mathematical logic,metaphysics,expert,2,0,mistral
"('mathematicallogic', 'metaphysics')",mathematical logic,metaphysics,phd,2,0,mistral
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,expert,4,0,mistral
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,phd,4,0,mistral
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,expert,2,1,mistral
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,phd,1,-1,mistral
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,expert,4,0,mistral
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,phd,4,0,mistral
"('historicisttheoriesofrationality', 'philosophyofscienceandthesciences')",historicist theories of rationality,philosophy of science and the sciences,expert,2,0,mistral
"('historicisttheoriesofrationality', 'philosophyofscienceandthesciences')",historicist theories of rationality,philosophy of science and the sciences,phd,3,0,mistral
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,expert,3,0,mistral
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,phd,4,0,mistral
"('modernphilosophy', 'perception')",modern philosophy,perception,expert,2,1,mistral
"('modernphilosophy', 'perception')",modern philosophy,perception,phd,2,1,mistral
"('culture', 'philosophyofreligion')",culture,philosophy of religion,expert,3,1,mistral
"('culture', 'philosophyofreligion')",culture,philosophy of religion,phd,3,1,mistral
"('mentalcontent', 'mentalrepresentation')",mental representation,mental content,expert,4,2,mistral
"('mentalcontent', 'mentalrepresentation')",mental representation,mental content,phd,4,2,mistral
"('cognitivescience', 'connectionistmodel')",connectionist model,cognitive science,expert,3,0,mistral
"('cognitivescience', 'connectionistmodel')",connectionist model,cognitive science,phd,3,0,mistral
"('epistemology', 'philosophyofmind')",philosophy of mind,epistemology,expert,4,0,mistral
"('epistemology', 'philosophyofmind')",philosophy of mind,epistemology,phd,3,0,mistral
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,expert,2,0,mistral
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,phd,2,0,mistral
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,expert,4,0,mistral
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,phd,3,0,mistral
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,expert,2,0,mistral
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,phd,2,0,mistral
"('artificialintelligence', 'inputunit')",input unit,artificial intelligence,expert,2,0,mistral
"('artificialintelligence', 'inputunit')",input unit,artificial intelligence,phd,2,0,mistral
"('lebensphilosophie', 'philosophyofreligion')",lebensphilosophie,philosophy of religion,expert,2,0,mistral
"('lebensphilosophie', 'philosophyofreligion')",lebensphilosophie,philosophy of religion,phd,2,-1,mistral
"('perception', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,perception,expert,3,0,mistral
"('perception', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,perception,phd,2,0,mistral
"('cognitivescience', 'nativism')",nativism,cognitive science,expert,2,0,mistral
"('cognitivescience', 'nativism')",nativism,cognitive science,phd,2,0,mistral
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,expert,4,0,mistral
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,phd,4,0,mistral
"('churchturingthesis', 'philosophyofcomputerscience')",philosophy of computer science,church-turing thesis,course_taker,2,0,mistral
"('churchturingthesis', 'philosophyofcomputerscience')",philosophy of computer science,church-turing thesis,phd,2,0,mistral
"('hylomorphism', 'metaphysics')",hylomorphism,metaphysics,expert,4,0,mistral
"('hylomorphism', 'metaphysics')",hylomorphism,metaphysics,phd,3,0,mistral
"('cognitivescience', 'symbolicprocessing')",symbolic processing,cognitive science,expert,3,0,mistral
"('cognitivescience', 'symbolicprocessing')",symbolic processing,cognitive science,phd,4,0,mistral
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,expert,2,-1,mistral
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,phd,2,0,mistral
"('epistemology', 'lawsofnature')",laws of nature,epistemology,expert,2,1,mistral
"('epistemology', 'lawsofnature')",laws of nature,epistemology,phd,2,1,mistral
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,expert,2,-1,mistral
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,phd,2,-1,mistral
"('metaphysics', 'philosophyofperception')",philosophy of perception,metaphysics,expert,2,0,mistral
"('metaphysics', 'philosophyofperception')",philosophy of perception,metaphysics,phd,2,0,mistral
"('cognitivescience', 'modularity')",modularity,cognitive science,expert,2,0,mistral
"('cognitivescience', 'modularity')",modularity,cognitive science,phd,2,0,mistral
"('matter', 'metaphysics')",matter,metaphysics,expert,2,0,mistral
"('matter', 'metaphysics')",matter,metaphysics,phd,2,0,mistral
"('artificialintelligence', 'cognitivescience')",artificial intelligence,cognitive science,course_taker,4,0,mistral
"('artificialintelligence', 'cognitivescience')",artificial intelligence,cognitive science,expert,4,0,mistral
"('cartesiandualism', 'dualism')",cartesian dualism,dualism,expert,4,0,mistral
"('cartesiandualism', 'dualism')",cartesian dualism,dualism,phd,4,0,mistral
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,expert,2,0,mistral
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,phd,2,0,mistral
"('aesthetics', 'environmentalaesthetics')",environmental aesthetics,aesthetics,expert,4,0,mistral
"('aesthetics', 'environmentalaesthetics')",environmental aesthetics,aesthetics,phd,3,0,mistral
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,expert,4,0,mistral
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,phd,4,0,mistral
"('descartesmodalmetaphysics', 'metaphysics')",descartes' modal metaphysics,metaphysics,expert,4,0,mistral
"('descartesmodalmetaphysics', 'metaphysics')",descartes' modal metaphysics,metaphysics,phd,4,0,mistral
"('logic', 'philosophyoflanguage')",logic,philosophy of language,course_taker,3,0,mistral
"('logic', 'philosophyoflanguage')",logic,philosophy of language,phd,3,0,mistral
"('atomism', 'philosophyofchemistry')",atomism,philosophy of chemistry,expert,3,0,mistral
"('atomism', 'philosophyofchemistry')",atomism,philosophy of chemistry,phd,3,0,mistral
"('philosophyofbiology', 'philosophyofscience')",philosophy of biology,philosophy of science,expert,4,0,mistral
"('philosophyofbiology', 'philosophyofscience')",philosophy of biology,philosophy of science,phd,4,0,mistral
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,expert,2,0,mistral
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,phd,2,0,mistral
"('epistemology', 'induction')",induction,epistemology,expert,3,0,mistral
"('epistemology', 'induction')",induction,epistemology,phd,3,0,mistral
"('causeandeffect', 'metaphysics')",cause and effect,metaphysics,expert,3,0,mistral
"('causeandeffect', 'metaphysics')",cause and effect,metaphysics,phd,2,0,mistral
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,expert,4,0,mistral
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,phd,4,1,mistral
"('contextualism', 'epistemology')",contextualism,epistemology,expert,4,0,mistral
"('contextualism', 'epistemology')",contextualism,epistemology,phd,4,0,mistral
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,expert,2,0,mistral
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,phd,1,-1,mistral
"('metaphysics', 'propernames')",proper names,metaphysics,expert,2,0,mistral
"('metaphysics', 'propernames')",proper names,metaphysics,phd,2,0,mistral
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,expert,3,0,mistral
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,phd,4,0,mistral
"('philosophyofreligion', 'religionandpolitics')",religion and politics,philosophy of religion,expert,4,1,mistral
"('philosophyofreligion', 'religionandpolitics')",religion and politics,philosophy of religion,phd,4,0,mistral
"('18thcenturygermanaesthetics', 'perception')",18th century german aesthetics,perception,expert,3,0,mistral
"('18thcenturygermanaesthetics', 'perception')",18th century german aesthetics,perception,phd,2,0,mistral
"('knowledge', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,knowledge,expert,4,0,mistral
"('knowledge', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,knowledge,phd,4,0,mistral
"('appliedethics', 'bioethics')",bioethics,applied ethics,expert,4,0,mistral
"('appliedethics', 'bioethics')",bioethics,applied ethics,phd,4,0,mistral
"('gettierproblem', 'perception')",gettier problem,perception,expert,2,-1,mistral
"('gettierproblem', 'perception')",gettier problem,perception,phd,2,-1,mistral
"('chinesephilosophy', 'mohism')",mohism,chinese philosophy,novice,4,0,mistral
"('chinesephilosophy', 'mohism')",mohism,chinese philosophy,phd,3,0,mistral
"('artificialintelligence', 'computationandrepresentation')",computation and representation,artificial intelligence,expert,4,0,mistral
"('artificialintelligence', 'computationandrepresentation')",computation and representation,artificial intelligence,phd,4,0,mistral
"('epistemologicalproblemsofmemory', 'epistemology')",epistemological problems of memory,epistemology,expert,4,0,mistral
"('epistemologicalproblemsofmemory', 'epistemology')",epistemological problems of memory,epistemology,phd,4,0,mistral
"('mentalcontent', 'teleologicaltheoriesofmentalcontent')",teleological theories of mental content,mental content,expert,4,0,mistral
"('mentalcontent', 'teleologicaltheoriesofmentalcontent')",teleological theories of mental content,mental content,phd,4,0,mistral
"('confirmationandinduction', 'epistemology')",confirmation and induction,epistemology,expert,3,0,mistral
"('confirmationandinduction', 'epistemology')",confirmation and induction,epistemology,phd,4,0,mistral
"('islamicphilosophy', 'philosophyofreligion')",islamic philosophy,philosophy of religion,expert,4,0,mistral
"('islamicphilosophy', 'philosophyofreligion')",islamic philosophy,philosophy of religion,phd,4,0,mistral
"('boltzmannsworkinstatisticalphysics', 'philosophyofscienceandthesciences')",boltzmann's work in statistical physics,philosophy of science and the sciences,expert,2,0,mistral
"('boltzmannsworkinstatisticalphysics', 'philosophyofscienceandthesciences')",boltzmann's work in statistical physics,philosophy of science and the sciences,phd,2,0,mistral
"('formsofgovernment', 'philosophyofreligion')",forms of government,philosophy of religion,expert,2,-1,mistral
"('formsofgovernment', 'philosophyofreligion')",forms of government,philosophy of religion,phd,1,-1,mistral
"('logicalform', 'philosophyoflanguage')",philosophy of language,logical form,expert,4,0,mistral
"('logicalform', 'philosophyoflanguage')",philosophy of language,logical form,phd,3,0,mistral
"('philosophyofreligion', 'religiouslanguage')",religious language,philosophy of religion,expert,4,0,mistral
"('philosophyofreligion', 'religiouslanguage')",religious language,philosophy of religion,phd,4,0,mistral
"('perception', 'philosophyofmind')",perception,philosophy of mind,expert,4,0,mistral
"('perception', 'philosophyofmind')",perception,philosophy of mind,phd,4,0,mistral
"('philosophyofmind', 'propositionalattitude')",propositional attitude,philosophy of mind,expert,4,0,mistral
"('philosophyofmind', 'propositionalattitude')",propositional attitude,philosophy of mind,phd,4,0,mistral
"('neuralcorrelates', 'perception')",neural correlates,perception,expert,3,0,mistral
"('neuralcorrelates', 'perception')",neural correlates,perception,phd,3,0,mistral
"('descartesandthepinealgland', 'perception')",descartes and the pineal gland,perception,expert,3,0,mistral
"('descartesandthepinealgland', 'perception')",descartes and the pineal gland,perception,phd,2,0,mistral
"('literature', 'philosophyofscienceandthesciences')",literature,philosophy of science and the sciences,expert,2,1,mistral
"('literature', 'philosophyofscienceandthesciences')",literature,philosophy of science and the sciences,phd,2,1,mistral
"('perception', 'surrealism')",surrealism,perception,expert,2,0,mistral
"('perception', 'surrealism')",surrealism,perception,phd,2,0,mistral
"('philosophyofreligion', 'toleration')",toleration,philosophy of religion,expert,2,0,mistral
"('philosophyofreligion', 'toleration')",toleration,philosophy of religion,phd,2,0,mistral
"('metaphysics', 'philosophyofmind')",philosophy of mind,metaphysics,expert,3,0,mistral
"('metaphysics', 'philosophyofmind')",philosophy of mind,metaphysics,phd,2,0,mistral
"('aspectsofconsciousness', 'functionofconsciousness')",function of consciousness,aspects of consciousness,expert,4,0,mistral
"('aspectsofconsciousness', 'functionofconsciousness')",function of consciousness,aspects of consciousness,phd,3,0,mistral
"('earlyphilosophicalinterpretationsofgeneralrelativity', 'epistemology')",early philosophical interpretations of general relativity,epistemology,expert,2,0,mistral
"('earlyphilosophicalinterpretationsofgeneralrelativity', 'epistemology')",early philosophical interpretations of general relativity,epistemology,phd,2,0,mistral
"('medievaltheoriesofanalogy', 'metaphysics')",medieval theories of analogy,metaphysics,expert,3,0,mistral
"('medievaltheoriesofanalogy', 'metaphysics')",medieval theories of analogy,metaphysics,phd,2,0,mistral
"('metaphysics', 'platoonutopia')",plato on utopia,metaphysics,expert,2,0,mistral
"('metaphysics', 'platoonutopia')",plato on utopia,metaphysics,phd,2,0,mistral
"('continentalphilosophy', 'pragmatism')",continental philosophy,pragmatism,expert,2,-1,mistral
"('continentalphilosophy', 'pragmatism')",continental philosophy,pragmatism,phd,2,-1,mistral
"('artificialintelligence', 'symbolicprocessing')",symbolic processing,artificial intelligence,expert,3,0,mistral
"('artificialintelligence', 'symbolicprocessing')",symbolic processing,artificial intelligence,phd,4,0,mistral
"('aristotlesnaturalphilosophy', 'metaphysics')",aristotle's natural philosophy,metaphysics,expert,4,0,mistral
"('aristotlesnaturalphilosophy', 'metaphysics')",aristotle's natural philosophy,metaphysics,phd,4,0,mistral
"('consciousnessandintentionality', 'perception')",consciousness and intentionality,perception,expert,4,0,mistral
"('consciousnessandintentionality', 'perception')",consciousness and intentionality,perception,phd,4,0,mistral
"('metaphysics', 'philosophyofpsychology')",philosophy of psychology,metaphysics,expert,2,0,mistral
"('metaphysics', 'philosophyofpsychology')",philosophy of psychology,metaphysics,phd,2,0,mistral
"('epistemology', 'philosophyofperception')",philosophy of perception,epistemology,expert,4,0,mistral
"('epistemology', 'philosophyofperception')",philosophy of perception,epistemology,phd,4,0,mistral
"('hinduism', 'philosophyofreligion')",hinduism,philosophy of religion,expert,4,0,mistral
"('hinduism', 'philosophyofreligion')",hinduism,philosophy of religion,phd,4,0,mistral
"('cognitivescience', 'psychiatry')",cognitive science,psychiatry,course_taker,2,0,mistral
"('cognitivescience', 'psychiatry')",cognitive science,psychiatry,expert,2,0,mistral
"('causaltheoriesofmentalcontent', 'cognitivescience')",causal theories of mental content,cognitive science,expert,3,0,mistral
"('causaltheoriesofmentalcontent', 'cognitivescience')",causal theories of mental content,cognitive science,phd,3,0,mistral
"('philosophyofbiology', 'philosophyofchemistry')",philosophy of chemistry,philosophy of biology,expert,3,2,mistral
"('philosophyofbiology', 'philosophyofchemistry')",philosophy of chemistry,philosophy of biology,phd,2,0,mistral
"('perception', 'propositionalattitude')",propositional attitude,perception,expert,2,0,mistral
"('perception', 'propositionalattitude')",propositional attitude,perception,phd,2,1,mistral
"('philosophyofreligion', 'politicalauthority')",political authority,philosophy of religion,expert,2,1,mistral
"('philosophyofreligion', 'politicalauthority')",political authority,philosophy of religion,phd,2,1,mistral
"('influenceofislamicthoughtonmaimonides', 'philosophyofreligion')",influence of islamic thought on maimonides,philosophy of religion,expert,4,0,mistral
"('influenceofislamicthoughtonmaimonides', 'philosophyofreligion')",influence of islamic thought on maimonides,philosophy of religion,phd,3,0,mistral
"('kantsviewofthemindandconsciousnessofself', 'perception')",kant's view of the mind and consciousness of self,perception,expert,4,0,mistral
"('kantsviewofthemindandconsciousnessofself', 'perception')",kant's view of the mind and consciousness of self,perception,phd,4,0,mistral
"('coherentism', 'epistemology')",coherentism,epistemology,expert,3,0,mistral
"('coherentism', 'epistemology')",coherentism,epistemology,phd,3,0,mistral
"('internalistvsexternalistconceptionsofepistemicjustification', 'justification')",internalist vs. externalist conceptions of epistemic justification,justification,expert,4,0,mistral
"('internalistvsexternalistconceptionsofepistemicjustification', 'justification')",internalist vs. externalist conceptions of epistemic justification,justification,phd,4,0,mistral
"('externalismaboutmentalcontent', 'internalismandexternalism')",externalism about mental content,internalism and externalism,expert,4,0,mistral
