key,ideaA,ideaB,relatedness,generality,persona
"('philosophyofmathematics', 'philosophyofscience')",philosophy of mathematics,philosophy of science,4,0,phd
"('philosophyofmathematics', 'philosophyofscience')",philosophy of mathematics,philosophy of science,4,3,expert
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,4,0,phd
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,4,0,phd
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,4,0,expert
"('logicandlanguage', 'philosophyofmind')",logic and language,philosophy of mind,4,0,phd
"('logicandlanguage', 'philosophyofmind')",logic and language,philosophy of mind,1,3,expert
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,0,phd
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,0,phd
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,0,phd
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,3,-1,expert
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,0,expert
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,-1,expert
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,0,-1,expert
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,3,0,phd
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,3,0,phd
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,3,-1,expert
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,0,-1,expert
"('consciousness', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,consciousness,4,0,phd
"('consciousness', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,consciousness,4,-1,expert
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,4,0,phd
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,4,0,phd
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,4,0,expert
"('epistemeandtechne', 'metaphysics')",episteme and techne,metaphysics,2,0,phd
"('epistemeandtechne', 'metaphysics')",episteme and techne,metaphysics,2,0,expert
"('aristotleandmathematics', 'philosophyofmathematics')",aristotle and mathematics,philosophy of mathematics,4,0,course_taker
"('aristotleandmathematics', 'philosophyofmathematics')",aristotle and mathematics,philosophy of mathematics,4,3,phd
"('aristotleandmathematics', 'philosophyofmathematics')",aristotle and mathematics,philosophy of mathematics,3,0,phd
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,4,0,course_taker
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,4,3,phd
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,3,2,phd
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,3,0,phd
"('thinkingmachine', 'turingtest')",thinking machine,turing test,4,0,course_taker
"('thinkingmachine', 'turingtest')",thinking machine,turing test,4,3,phd
"('thinkingmachine', 'turingtest')",thinking machine,turing test,4,0,phd
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,3,0,phd
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,2,0,phd
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,2,-1,expert
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,3,0,expert
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,2,0,expert
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,0,-1,expert
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,4,0,expert
"('epistemology', 'philosophyofnature')",philosophy of nature,epistemology,2,-1,phd
"('epistemology', 'philosophyofnature')",philosophy of nature,epistemology,1,1,expert
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0,phd
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0,phd
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0,phd
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0,expert
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0,expert
"('philosophyoflanguage', 'privatelanguage')",private language,philosophy of language,4,0,phd
"('philosophyoflanguage', 'privatelanguage')",private language,philosophy of language,-1,0,expert
"('philosophyoflanguage', 'privatelanguage')",private language,philosophy of language,4,1,expert
"('epistemology', 'indeterminism')",indeterminism,epistemology,0,0,phd
"('epistemology', 'indeterminism')",indeterminism,epistemology,3,2,expert
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,3,2,phd
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,3,0,phd
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,2,3,expert
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,4,0,phd
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,4,0,phd
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,4,-1,expert
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,3,3,expert
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,4,2,expert
"('algebra', 'philosophyofmathematics')",philosophy of mathematics,algebra,4,1,course_taker
"('algebra', 'philosophyofmathematics')",philosophy of mathematics,algebra,4,0,phd
"('metaphysics', 'philosophyofbiology')",philosophy of biology,metaphysics,2,0,phd
"('metaphysics', 'philosophyofbiology')",philosophy of biology,metaphysics,2,3,expert
"('afterlife', 'eternityoftheworld')",eternity of the world,afterlife,4,0,phd
"('afterlife', 'eternityoftheworld')",eternity of the world,afterlife,2,2,expert
"('artificialintelligence', 'modernhistoryofcomputing')",modern history of computing,artificial intelligence,2,3,phd
"('artificialintelligence', 'modernhistoryofcomputing')",modern history of computing,artificial intelligence,3,-1,expert
"('ambiguity', 'epistemology')",ambiguity,epistemology,1,3,phd
"('ambiguity', 'epistemology')",ambiguity,epistemology,0,-1,expert
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,4,0,phd
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,3,-1,phd
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,4,0,expert
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,4,-1,expert
"('consciousnessandcontent', 'perception')",consciousness and content,perception,3,2,phd
"('consciousnessandcontent', 'perception')",consciousness and content,perception,4,2,expert
"('epistemology', 'interpretation')",interpretation,epistemology,1,3,phd
"('epistemology', 'interpretation')",interpretation,epistemology,3,0,expert
"('epistemology', 'interpretation')",interpretation,epistemology,1,1,expert
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,0,phd
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,0,phd
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,-1,expert
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,0,expert
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,1,expert
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,0,expert
"('cognitivescience', 'philosophiesoftheparticularsciences')",cognitive science,philosophies of the particular sciences,1,1,phd
"('cognitivescience', 'philosophiesoftheparticularsciences')",cognitive science,philosophies of the particular sciences,4,0,expert
"('animalcognition', 'perception')",animal cognition,perception,2,1,phd
"('animalcognition', 'perception')",animal cognition,perception,3,1,expert
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0,phd
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,-1,phd
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,3,0,phd
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0,phd
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,3,0,phd
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,3,0,phd
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0,expert
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0,expert
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0,expert
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,4,0,phd
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,4,1,phd
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,3,-1,expert
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,4,0,expert
"('mentalcontent', 'mentalimagery')",mental imagery,mental content,4,3,phd
"('mentalcontent', 'mentalimagery')",mental imagery,mental content,4,2,expert
"('continentalphilosophy', 'feminism')",feminism,continental philosophy,4,2,phd
"('continentalphilosophy', 'feminism')",feminism,continental philosophy,3,1,expert
"('epistemology', 'psychiatry')",psychiatry,epistemology,2,-1,phd
"('epistemology', 'psychiatry')",psychiatry,epistemology,2,1,expert
"('epistemology', 'psychiatry')",psychiatry,epistemology,1,3,expert
"('africanandafricanamericanphilosophy', 'africansagephilosophy')",african sage philosophy,african and african-american philosophy,4,0,course_taker
"('africanandafricanamericanphilosophy', 'africansagephilosophy')",african sage philosophy,african and african-american philosophy,4,0,phd
"('africanandafricanamericanphilosophy', 'africansagephilosophy')",african sage philosophy,african and african-american philosophy,3,0,phd
"('molecularbiology', 'philosophyofbiology')",molecular biology,philosophy of biology,4,0,phd
"('molecularbiology', 'philosophyofbiology')",molecular biology,philosophy of biology,4,0,expert
"('molecularbiology', 'philosophyofbiology')",molecular biology,philosophy of biology,4,3,expert
"('churchturingthesis', 'function')",church-turing thesis,function,4,0,phd
"('churchturingthesis', 'function')",church-turing thesis,function,2,3,expert
"('analysis', 'metaphysics')",analysis,metaphysics,2,0,phd
"('analysis', 'metaphysics')",analysis,metaphysics,3,0,expert
"('philosophyoflanguage', 'syntax')",philosophy of language,syntax,4,1,phd
"('philosophyoflanguage', 'syntax')",philosophy of language,syntax,4,0,phd
"('philosophyoflanguage', 'syntax')",philosophy of language,syntax,-1,0,expert
"('africanandafricanamericanphilosophy', 'race')",race,african and african-american philosophy,4,0,course_taker
"('africanandafricanamericanphilosophy', 'race')",race,african and african-american philosophy,3,3,phd
"('cognitivescience', 'languagelearning')",language learning,cognitive science,4,0,phd
"('cognitivescience', 'languagelearning')",language learning,cognitive science,4,2,expert
"('cognitivescience', 'languagelearning')",language learning,cognitive science,4,-1,expert
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,4,0,phd
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,4,0,phd
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,4,0,expert
"('epistemology', 'transworldidentity')",transworld identity,epistemology,0,-1,phd
"('epistemology', 'transworldidentity')",transworld identity,epistemology,0,-1,expert
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,3,0,phd
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,4,0,phd
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,4,0,phd
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,4,0,expert
"('metaphysics', 'processtheism')",process theism,metaphysics,4,0,phd
"('metaphysics', 'processtheism')",process theism,metaphysics,2,0,phd
"('metaphysics', 'processtheism')",process theism,metaphysics,2,0,expert
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,3,0,phd
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,1,0,phd
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,3,3,expert
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,4,0,phd
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,4,0,phd
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,3,3,expert
"('epistemology', 'historyofscience')",history of science,epistemology,1,2,phd
"('epistemology', 'historyofscience')",history of science,epistemology,3,1,expert
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,4,0,phd
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,4,0,expert
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,0,phd
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,0,phd
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,0,phd
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,-1,expert
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,0,expert
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,-1,expert
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,-1,expert
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,1,3,phd
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,3,-1,expert
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,2,0,expert
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,1,0,expert
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,0,-1,expert
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,1,3,phd
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,3,-1,expert
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,4,0,expert
"('cognitivescience', 'explanation')",cognitive science,explanation,3,0,course_taker
"('cognitivescience', 'explanation')",cognitive science,explanation,4,3,expert
"('philosophyofmind', 'probability')",probability,philosophy of mind,0,-1,phd
"('philosophyofmind', 'probability')",probability,philosophy of mind,0,-1,expert
"('philosophyofmind', 'probability')",probability,philosophy of mind,2,1,expert
"('dadaism', 'perception')",dadaism,perception,0,-1,phd
"('dadaism', 'perception')",dadaism,perception,0,-1,expert
"('cognitivescience', 'computationaltheoryofmind')",computational theory of mind,cognitive science,3,0,phd
"('cognitivescience', 'computationaltheoryofmind')",computational theory of mind,cognitive science,4,0,expert
"('cognitivescience', 'computationaltheoryofmind')",computational theory of mind,cognitive science,4,-1,expert
"('artificialintelligence', 'chineseroomargument')",chinese room argument,artificial intelligence,4,0,phd
"('artificialintelligence', 'chineseroomargument')",chinese room argument,artificial intelligence,4,0,expert
"('artificialintelligence', 'chineseroomargument')",chinese room argument,artificial intelligence,4,-1,expert
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,3,0,phd
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,4,0,phd
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,4,0,phd
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,4,0,expert
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,4,0,phd
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,4,-1,phd
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,3,0,phd
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,4,0,phd
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,2,0,phd
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,1,3,phd
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,2,0,expert
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,4,0,expert
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,4,0,expert
"('causationinthelaw', 'philosophyoflaw')",causation in the law,philosophy of law,4,0,novice
"('causationinthelaw', 'philosophyoflaw')",causation in the law,philosophy of law,4,0,phd
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,4,0,phd
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,4,-1,expert
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,3,0,expert
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,4,1,expert
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,4,2,phd
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,4,-1,expert
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,4,0,expert
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,4,0,expert
"('body', 'perception')",body,perception,2,1,phd
"('body', 'perception')",body,perception,3,2,expert
"('metaphysics', 'singularpropositions')",singular propositions,metaphysics,4,0,phd
"('metaphysics', 'singularpropositions')",singular propositions,metaphysics,2,0,expert
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,0,0,phd
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,1,2,phd
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,3,-1,expert
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,1,-1,expert
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,2,3,expert
"('aposterioriknowledge', 'perception')",a posteriori knowledge,perception,2,0,phd
"('aposterioriknowledge', 'perception')",a posteriori knowledge,perception,4,2,expert
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,4,0,phd
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,3,0,phd
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,4,0,phd
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,4,0,expert
"('consciousnessandintentionality', 'intentionality')",consciousness and intentionality,intentionality,4,0,phd
"('consciousnessandintentionality', 'intentionality')",consciousness and intentionality,intentionality,4,0,expert
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,3,0,phd
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,2,2,expert
"('antirealism', 'epistemology')",anti-realism,epistemology,1,3,phd
"('antirealism', 'epistemology')",anti-realism,epistemology,4,0,expert
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,3,0,phd
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,2,0,expert
"('scientificmethodology', 'thescientificmethod')",the scientific method,scientific methodology,4,-1,novice
"('scientificmethodology', 'thescientificmethod')",the scientific method,scientific methodology,4,2,phd
"('mentalcontent', 'nonconceptualmentalcontent')",nonconceptual mental content,mental content,4,0,phd
"('mentalcontent', 'nonconceptualmentalcontent')",nonconceptual mental content,mental content,4,0,expert
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,3,-1,phd
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,2,2,phd
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,1,1,expert
"('metaphysics', 'peripatetic')",peripatetic,metaphysics,2,0,phd
"('metaphysics', 'peripatetic')",peripatetic,metaphysics,2,0,expert
"('expressionism', 'perception')",expressionism,perception,0,-1,phd
"('expressionism', 'perception')",expressionism,perception,0,-1,expert
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,2,2,phd
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,3,-1,expert
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,0,-1,expert
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,3,0,expert
"('africanamericanphilosophy', 'africanandafricanamericanphilosophy')",african american philosophy,african and african-american philosophy,4,0,course_taker
"('africanamericanphilosophy', 'africanandafricanamericanphilosophy')",african american philosophy,african and african-american philosophy,4,0,phd
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,2,0,phd
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,2,3,phd
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,2,-1,expert
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,0,-1,expert
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,3,0,phd
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,3,0,phd
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,3,2,expert
"('epistemology', 'logicandlanguage')",logic and language,epistemology,3,2,phd
"('epistemology', 'logicandlanguage')",logic and language,epistemology,2,1,expert
"('idealism', 'modernism')",modernism,idealism,3,2,course_taker
"('idealism', 'modernism')",modernism,idealism,-1,-1,expert
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,1,2,phd
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,1,1,expert
"('africanandafricanamericanphilosophy', 'humanrights')",human rights,african and african-american philosophy,4,0,course_taker
"('africanandafricanamericanphilosophy', 'humanrights')",human rights,african and african-american philosophy,3,0,phd
"('logic', 'modallogic')",logic,modal logic,4,0,course_taker
"('logic', 'modallogic')",logic,modal logic,4,0,phd
"('logic', 'modallogic')",logic,modal logic,4,0,phd
"('logic', 'modallogic')",logic,modal logic,4,0,phd
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,0,0,phd
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,0,-1,expert
"('introspection', 'perception')",introspection,perception,3,2,phd
"('introspection', 'perception')",introspection,perception,4,2,expert
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,3,-1,phd
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,4,0,expert
"('connectionistmodel', 'perception')",connectionist model,perception,0,-1,phd
"('connectionistmodel', 'perception')",connectionist model,perception,2,0,expert
"('philosophyofcomputerscience', 'philosophyoflanguage')",philosophy of computer science,philosophy of language,3,2,course_taker
"('philosophyofcomputerscience', 'philosophyoflanguage')",philosophy of computer science,philosophy of language,-1,2,expert
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,4,0,phd
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,4,0,phd
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,2,0,expert
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,4,0,phd
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,4,0,phd
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,4,0,expert
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,4,0,phd
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,4,0,expert
"('historyoflogic', 'informallogic')",informal logic,history of logic,4,-1,novice
"('historyoflogic', 'informallogic')",informal logic,history of logic,2,0,phd
"('metaphysics', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,metaphysics,0,-1,phd
"('metaphysics', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,metaphysics,0,-1,expert
"('medievalpoliticalphilosophy', 'socialandpoliticalphilosophy')",medieval political philosophy,social and political philosophy,4,0,phd
"('medievalpoliticalphilosophy', 'socialandpoliticalphilosophy')",medieval political philosophy,social and political philosophy,4,0,expert
"('determinatesvsdeterminables', 'historyoflogic')",determinates vs. determinables,history of logic,-1,-1,novice
"('determinatesvsdeterminables', 'historyoflogic')",determinates vs. determinables,history of logic,2,0,phd
"('epistemology', 'optimism')",optimism,epistemology,0,-1,phd
"('epistemology', 'optimism')",optimism,epistemology,0,-1,expert
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,4,0,phd
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,4,0,phd
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,4,0,phd
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,4,0,expert
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,4,0,phd
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,3,0,phd
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,3,3,expert
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,1,2,phd
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,4,1,expert
"('existence', 'perception')",existence,perception,0,-1,phd
"('existence', 'perception')",existence,perception,2,2,expert
"('computationandrepresentation', 'perception')",computation and representation,perception,3,1,phd
"('computationandrepresentation', 'perception')",computation and representation,perception,2,2,expert
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,2,2,phd
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,1,-1,expert
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,0,-1,expert
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,1,1,expert
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,0,-1,phd
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,2,-1,expert
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,0,-1,expert
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,1,2,expert
"('epistemology', 'ideas')",ideas,epistemology,3,3,phd
"('epistemology', 'ideas')",ideas,epistemology,4,0,expert
"('identitytheoryoftruth', 'metaphysics')",identity theory of truth,metaphysics,4,0,phd
"('identitytheoryoftruth', 'metaphysics')",identity theory of truth,metaphysics,2,0,expert
"('abstractobject', 'metaphysics')",abstract object,metaphysics,4,0,phd
"('abstractobject', 'metaphysics')",abstract object,metaphysics,4,3,expert
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,3,3,phd
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,4,-1,expert
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,4,0,expert
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,4,1,expert
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,3,0,phd
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,3,-1,phd
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,4,0,expert
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,4,-1,expert
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0,phd
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0,phd
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0,phd
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,-1,expert
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0,expert
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0,expert
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0,expert
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,2,2,phd
