key,ideaA,ideaB,humanRelatedness,humanGenerality
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",philosophy of mind,mental representation in medieval philosophy,4,0
"('philosophyofmind', 'syntacticanalysis')",philosophy of mind,syntactic analysis,2,1
"('artificialintelligence', 'philosophyofmind')",philosophy of mind,artificial intelligence,4,0
"('consciousness', 'philosophyofmind')",philosophy of mind,consciousness,4,0
"('mentalcontent', 'philosophyofmind')",philosophy of mind,mental content,4,0
"('concepts', 'mentalcontent')",mental content,concepts,4,2
"('mentalcontent', 'mentalrepresentation')",mental content,mental representation,4,2
"('mentalcontent', 'nonconceptualcontent')",mental content,non-conceptual content,4,0
"('mentalcontent', 'narrowmentalcontent')",mental content,narrow mental content,4,0
"('mentalcontent', 'nonconceptualmentalcontent')",mental content,nonconceptual mental content,4,0
"('intentionality', 'mentalcontent')",mental content,intentionality,4,2
"('internalismandexternalism', 'mentalcontent')",mental content,internalism and externalism,4,0
"('mentalcontent', 'propositionalattitude')",mental content,propositional attitude,4,2
"('mentalcontent', 'theoriesofmentalcontent')",mental content,theories of mental content,4,0
"('consciousnessandmentalcontent', 'mentalcontent')",mental content,consciousness and mental content,4,0
"('contentsofperception', 'mentalcontent')",mental content,contents of perception,4,0
"('mentalcontent', 'mentalimagery')",mental content,mental imagery,4,2
"('externalism', 'mentalcontent')",mental content,externalism,4,1
"('mentalcontent', 'representation')",mental content,representation,4,1
"('chinesebuddhism', 'chinesephilosophy')",chinese philosophy,chinese buddhism,4,0
"('chinesephilosophy', 'taoism')",chinese philosophy,taoism,4,0
"('chinesephilosophy', 'philosophyofeducation')",chinese philosophy,philosophy of education,0,-1
"('aprioriandaposteriori', 'apriorijustificationandknowledge')",a priori and a posteriori,a priori justification and knowledge,4,0
"('aprioriandaposteriori', 'knowledgeandskepticism')",a priori and a posteriori,knowledge and skepticism,4,1
"('aprioriandaposteriori', 'epistemology')",a priori and a posteriori,epistemology,4,-1
"('aprioriandaposteriori', 'epistemology')",a priori and a posteriori,epistemology,-1,1
"('aprioriandaposteriori', 'reference')",a priori and a posteriori,reference,2,2
"('aprioriandaposteriori', 'philosophyofmind')",a priori and a posteriori,philosophy of mind,1,1
"('aprioriandaposteriori', 'warandpacifism')",a priori and a posteriori,war and pacifism,0,-1
"('aprioriandaposteriori', 'philosophyofscience')",a priori and a posteriori,philosophy of science,2,1
"('knowledge', 'rationalismvsempiricism')",knowledge,rationalism vs. empiricism,4,0
"('knowledge', 'platoonknowledgeinthetheaetetus')",knowledge,plato on knowledge in the theaetetus,4,0
"('analysisofknowledge', 'knowledge')",knowledge,analysis of knowledge,4,0
"('metaphysicsofmind', 'philosophyofmind')",philosophy of mind,metaphysics of mind,0,0
"('metaphysicsofmind', 'philosophyofmind')",philosophy of mind,metaphysics of mind,4,-1
"('functionandteleology', 'turingmachine')",turing machine,function and teleology,0,-1
"('turingmachine', 'universals')",turing machine,universals,0,-1
"('methodandmetaphysicsinplatossophistandstatesman', 'sophists')",sophists,method and metaphysics in plato's sophist and statesman,3,3
"('names', 'sophists')",sophists,names,2,1
"('philosophyofart', 'sophists')",sophists,philosophy of art,0,-1
"('sophists', 'virtuesandvices')",sophists,virtues and vices,2,1
"('sophists', 'wisdom')",sophists,wisdom,4,1
"('abilities', 'sophists')",sophists,abilities,0,-1
"('purpose', 'sophists')",sophists,purpose,0,-1
"('attention', 'sophists')",sophists,attention,0,-1
"('philosophyofeducation', 'sophists')",sophists,philosophy of education,1,1
"('death', 'sophists')",sophists,death,0,-1
"('philosophyofreligion', 'zenbuddhism')",zen buddhism,philosophy of religion,4,1
"('consciousnessandmentalcontent', 'mentalcontent')",consciousness and mental content,mental content,2,-1
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,4,1
"('aristotleslogic', 'syllogism')",aristotle's logic,syllogism,4,1
"('aristotleslogic', 'categories')",aristotle's logic,categories,4,1
"('argument', 'aristotleslogic')",aristotle's logic,argument,4,1
"('aristotleslogic', 'contradiction')",aristotle's logic,contradiction,-1,3
"('aristotleslogic', 'metaphysics')",aristotle's logic,metaphysics,3,3
"('empathy', 'empiricalapproachestomoralpsychology')",empathy,empirical approaches to moral psychology,4,3
"('altruism', 'empathy')",empathy,altruism,4,2
"('empathy', 'person')",empathy,person,2,3
"('abilities', 'empathy')",empathy,abilities,1,3
"('empathy', 'situations')",empathy,situations,0,-1
"('emotion', 'empathy')",empathy,emotion,4,1
"('empathy', 'recognition')",empathy,recognition,1,3
"('desires', 'empathy')",empathy,desires,-1,-1
"('empathy', 'philosophyofmind')",empathy,philosophy of mind,3,1
"('empathy', 'psychiatry')",empathy,psychiatry,3,1
"('imagery', 'perception')",perception,imagery,4,2
"('perception', 'selfknowledge')",perception,self-knowledge,2,2
"('ancientskepticism', 'perception')",perception,ancient skepticism,4,3
"('artisticrepresentation', 'perception')",perception,artistic representation,4,2
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,1
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,1
"('relativism', 'truth')",truth,relativism,4,-1
"('attention', 'philosophyofmathematics')",philosophy of mathematics,attention,0,-1
"('analysis', 'philosophyofmathematics')",philosophy of mathematics,analysis,2,3
"('philosophyofmind', 'purpose')",philosophy of mind,purpose,3,0
"('trait', 'unitsandlevelsofselection')",units and levels of selection,trait,4,2
"('evolution', 'unitsandlevelsofselection')",units and levels of selection,evolution,4,1
"('gene', 'unitsandlevelsofselection')",units and levels of selection,gene,4,0
"('modelsandidealization', 'unitsandlevelsofselection')",units and levels of selection,models and idealization,3,3
"('naturalselection', 'unitsandlevelsofselection')",units and levels of selection,natural selection,4,1
"('fitness', 'unitsandlevelsofselection')",units and levels of selection,fitness,4,1
"('species', 'unitsandlevelsofselection')",units and levels of selection,species,4,1
"('ethicsandart', 'philosophyofart')",ethics and art,philosophy of art,4,1
"('naturalizedepistemology', 'populationgenetics')",naturalized epistemology,population genetics,0,-1
"('ethics', 'socialcontract')",ethics,social contract,4,1
"('attention', 'psychiatry')",psychiatry,attention,3,2
"('consciousness', 'intentionality')",intentionality,consciousness,4,2
"('consciousnessandintentionality', 'intentionality')",intentionality,consciousness and intentionality,4,0
"('intentionality', 'mentalstate')",intentionality,mental state,4,1
"('computation', 'turingmachine')",turing machine,computation,4,0
"('metaphor', 'philosophyoflanguage')",metaphor,philosophy of language,4,-1
"('existence', 'possibleworlds')",existence,possible worlds,3,2
"('ancientphilosophy', 'knowledge')",ancient philosophy,knowledge,1,3
"('feministepistemologyandphilosophyofscience', 'postmodernism')",postmodernism,feminist epistemology and philosophy of science,2,3
"('deconstruction', 'postmodernism')",postmodernism,deconstruction,4,1
"('postmodernism', 'rationalismandempiricism')",postmodernism,rationalism and empiricism,3,2
"('meaning', 'postmodernism')",postmodernism,meaning,3,3
"('life', 'perspectivism')",perspectivism,life,0,-1
"('historicism', 'perspectivism')",perspectivism,historicism,1,2
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,4,0
"('computationandrepresentation', 'philosophyofpsychology')",computation and representation,philosophy of psychology,3,0
"('artificialintelligence', 'computationandrepresentation')",computation and representation,artificial intelligence,4,0
"('computationandrepresentation', 'psychiatry')",computation and representation,psychiatry,1,3
"('computationandrepresentation', 'folkpsychology')",computation and representation,folk psychology,3,0
"('computationandrepresentation', 'connectionism')",computation and representation,connectionism,4,3
"('computationandrepresentation', 'philosophiesoftheparticularsciences')",computation and representation,philosophies of the particular sciences,2,0
"('computationandrepresentation', 'events')",computation and representation,events,2,0
"('computationandrepresentation', 'neuralnetwork')",computation and representation,neural network,3,3
"('computationandrepresentation', 'mentalrepresentation')",computation and representation,mental representation,4,0
"('philosophyoflanguage', 'privatelanguage')",philosophy of language,private language,4,1
"('identitytheoryofmind', 'physicalism')",physicalism,identity theory of mind,4,1
"('interpretation', 'quantummechanics')",quantum mechanics,interpretation,1,3
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,4,0
"('bohmianmechanics', 'quantummechanics')",quantum mechanics,bohmian mechanics,4,1
"('probability', 'quantummechanics')",quantum mechanics,probability,3,3
"('classicalphysics', 'quantummechanics')",quantum mechanics,classical physics,3,2
"('descriptions', 'quantummechanics')",quantum mechanics,descriptions,0,-1
"('philosophiesoftheparticularsciences', 'quantummechanics')",quantum mechanics,philosophies of the particular sciences,4,0
"('formalism', 'quantummechanics')",quantum mechanics,formalism,0,-1
"('probabilityandstatistics', 'quantummechanics')",quantum mechanics,probability and statistics,3,3
"('bellstheorem', 'quantummechanics')",quantum mechanics,bell's theorem,4,1
"('cognitivescience', 'philosophiesoftheparticularsciences')",cognitive science,philosophies of the particular sciences,4,0
"('cognitivescience', 'philosophyofscienceandthesciences')",cognitive science,philosophy of science and the sciences,4,0
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,4,2
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,2
"('cognitivescience', 'embodiedcognition')",cognitive science,embodied cognition,4,1
"('cognitivescience', 'psychiatry')",cognitive science,psychiatry,3,2
"('cognitivescience', 'representation')",cognitive science,representation,4,1
"('cognitivescience', 'modelsandidealization')",cognitive science,models and idealization,4,3
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,4,0
"('cognitivescience', 'explanation')",cognitive science,explanation,4,3
"('cognitivescience', 'information')",cognitive science,Information,4,3
"('attention', 'cognitivescience')",cognitive science,attention,4,1
"('cognitivescience', 'descriptions')",cognitive science,descriptions,1,3
"('cognitivescience', 'mentalrepresentation')",cognitive science,mental representation,4,1
"('cognitivescience', 'memory')",cognitive science,memory,4,1
"('cognitivescience', 'philosophyofneuroscience')",cognitive science,philosophy of neuroscience,4,2
"('cognitivescience', 'computation')",cognitive science,computation,4,3
"('cognitivescience', 'observation')",cognitive science,observation,1,0
"('body', 'cognitivescience')",cognitive science,body,3,3
"('cognitivescience', 'mechanism')",cognitive science,mechanism,4,3
"('cognitivescience', 'philosophyoflanguage')",cognitive science,philosophy of language,3,2
"('cognitivescience', 'functionandteleology')",cognitive science,function and teleology,2,1
"('cognitivescience', 'concepts')",cognitive science,concepts,4,1
"('cognitivescience', 'function')",cognitive science,function,4,1
"('absurdity', 'contradiction')",absurdity,contradiction,3,2
"('absurdity', 'existence')",absurdity,existence,4,0
"('absurdity', 'meaning')",absurdity,meaning,4,0
"('absurdity', 'purpose')",absurdity,purpose,4,0
"('logic', 'philosophiesoftheparticularsciences')",logic,philosophies of the particular sciences,1,3
"('consequences', 'logic')",logic,consequences,4,1
"('idealism', 'modernism')",modernism,idealism,-1,-1
"('change', 'modernism')",modernism,change,4,0
"('continentalphilosophy', 'epistemology')",continental philosophy,epistemology,4,0
"('attention', 'continentalphilosophy')",continental philosophy,attention,2,1
"('continentalphilosophy', 'feminism')",continental philosophy,feminism,3,1
"('continentalphilosophy', 'historyofphilosophy')",continental philosophy,history of philosophy,4,0
"('analyticphilosophy', 'continentalphilosophy')",continental philosophy,analytic philosophy,4,2
"('continentalphilosophy', 'psychoanalysis')",continental philosophy,psychoanalysis,4,1
"('continentalfeminism', 'continentalphilosophy')",continental philosophy,continental feminism,3,1
"('aesthetics', 'philosophyofart')",philosophy of art,aesthetics,4,2
"('artisticform', 'artisticobject')",artistic form,artistic object,4,2
"('interpretation', 'judaicphilosophy')",judaic philosophy,interpretation,1,3
"('eternityinchristianthought', 'spaceandtime')",Eternity in Christian Thought,space and time,3,2
"('eternityinchristianthought', 'time')",Eternity in Christian Thought,time,4,0
"('eternityinchristianthought', 'god')",Eternity in Christian Thought,god,4,2
"('interpretation', 'meaning')",interpretation,meaning,4,0
"('interpretation', 'purpose')",interpretation,purpose,2,3
"('interpretation', 'time')",interpretation,time,0,-1
"('interpretation', 'referenceanddenotation')",interpretation,reference and denotation,3,1
"('attention', 'interpretation')",interpretation,attention,1,3
"('philosophiesoftheparticularsciences', 'philosophyofchemistry')",philosophy of chemistry,philosophies of the particular sciences,4,0
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,4,0
"('philosophyofchemistry', 'philosophyofphysics')",philosophy of chemistry,philosophy of physics,4,2
"('philosophyofbiology', 'philosophyofchemistry')",philosophy of chemistry,philosophy of biology,3,2
"('philosophyofchemistry', 'substance')",philosophy of chemistry,substance,2,3
"('explanation', 'philosophyofchemistry')",philosophy of chemistry,explanation,3,1
"('atomismfromthe17thtothe20thcentury', 'philosophyofchemistry')",philosophy of chemistry,atomism from the 17th to the 20th century,4,2
"('atomism', 'philosophyofchemistry')",philosophy of chemistry,atomism,3,3
"('mechanism', 'philosophyofchemistry')",philosophy of chemistry,mechanism,3,1
"('philosophyofchemistry', 'reductionandemergence')",philosophy of chemistry,reduction and emergence,4,1
"('observation', 'philosophyofchemistry')",philosophy of chemistry,observation,3,1
"('philosophyofchemistry', 'philosophyofpsychology')",philosophy of chemistry,philosophy of psychology,1,2
"('literature', 'philosophyofchemistry')",philosophy of chemistry,literature,0,-1
"('daoism', 'taoism')",taoism,daoism,4,2
"('confucianism', 'taoism')",taoism,confucianism,3,2
"('buddhism', 'taoism')",taoism,buddhism,3,2
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,3,0
"('names', 'taoism')",taoism,names,1,3
"('chinesephilosophy', 'taoism')",taoism,chinese philosophy,4,0
"('neodaoism', 'taoism')",taoism,Neo-Daoism,4,1
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1
"('fetishism', 'sadomasochism')",sado-masochism,fetishism,2,2
"('homosexuality', 'sadomasochism')",sado-masochism,homosexuality,1,3
"('anarchism', 'philosophyofwar')",anarchism,philosophy of war,1,3
"('anarchism', 'authority')",anarchism,authority,4,2
"('anarchism', 'revolution')",anarchism,Revolution,3,3
"('anarchism', 'politicalphilosophy')",anarchism,political philosophy,4,0
"('anarchism', 'time')",anarchism,time,0,-1
"('anarchism', 'consequences')",anarchism,consequences,0,-1
"('anarchism', 'autonomy')",anarchism,autonomy,2,3
"('idealism', 'solipsism')",solipsism,idealism,2,2
"('recognition', 'solipsism')",solipsism,recognition,0,-1
"('philosophyofmind', 'solipsism')",solipsism,philosophy of mind,3,0
"('self', 'solipsism')",solipsism,self,4,2
"('developmentalbiology', 'philosophyofbiology')",developmental biology,philosophy of biology,4,0
"('developmentalbiology', 'philosophiesoftheparticularsciences')",developmental biology,philosophies of the particular sciences,4,0
"('developmentalbiology', 'philosophyofscienceandthesciences')",developmental biology,philosophy of science and the sciences,3,0
"('developmentalbiology', 'evolutionarytheory')",developmental biology,evolutionary theory,4,2
"('developmentalbiology', 'molecularbiologyandgenetics')",developmental biology,molecular biology and genetics,4,2
"('developmentalbiology', 'gene')",developmental biology,gene,4,2
"('developmentalbiology', 'molecularbiology')",developmental biology,molecular biology,4,2
"('developmentalbiology', 'trait')",developmental biology,trait,4,2
"('developmentalbiology', 'evolution')",developmental biology,evolution,4,2
"('developmentalbiology', 'mechanism')",developmental biology,mechanism,4,3
"('metaphysics', 'ontology')",metaphysics,ontology,4,1
"('matter', 'metaphysics')",metaphysics,matter,3,1
"('existence', 'metaphysics')",metaphysics,existence,4,1
"('attention', 'metaphysics')",metaphysics,attention,0,-1
"('metaphysics', 'universals')",metaphysics,universals,4,1
"('metaphysics', 'time')",metaphysics,time,3,3
"('metaphysics', 'philosophyofscience')",metaphysics,philosophy of science,2,3
"('metaphysics', 'philosophyofmind')",metaphysics,philosophy of mind,3,3
"('metaphysics', 'spaceandtime')",metaphysics,space and time,4,3
"('aestheticexperience', 'aesthetics')",aesthetic experience,aesthetics,4,1
"('argument', 'fallaciesduplicatetoremove')",fallacies_(duplicate_to_remove),argument,4,0
"('fallaciesduplicatetoremove', 'ontology')",fallacies_(duplicate_to_remove),ontology,1,3
"('fallaciesduplicatetoremove', 'inference')",fallacies_(duplicate_to_remove),inference,4,0
"('fallaciesduplicatetoremove', 'reference')",fallacies_(duplicate_to_remove),reference,2,3
"('consequences', 'fallaciesduplicatetoremove')",fallacies_(duplicate_to_remove),consequences,2,3
"('analysis', 'fallaciesduplicatetoremove')",fallacies_(duplicate_to_remove),analysis,3,3
"('definition', 'fallaciesduplicatetoremove')",fallacies_(duplicate_to_remove),definition,2,3
"('fallaciesduplicatetoremove', 'interpretation')",fallacies_(duplicate_to_remove),interpretation,1,3
"('lesbianism', 'sexuality')",lesbianism,sexuality,4,0
"('homosexuality', 'lesbianism')",lesbianism,homosexuality,4,0
"('lesbianism', 'race')",lesbianism,race,2,3
"('definition', 'lesbianism')",lesbianism,definition,0,-1
"('davidlewissmetaphysics', 'possibleworlds')",david lewis's metaphysics,possible worlds,4,3
"('contextofdiscovery', 'contextofjustification')",context of discovery,context of justification,4,2
"('contextofdiscovery', 'justification')",context of discovery,justification,2,3
"('contextofdiscovery', 'scientifictheory')",context of discovery,scientific theory,4,0
"('contextofdiscovery', 'scientificdiscovery')",context of discovery,Scientific Discovery,4,0
"('contextofdiscovery', 'ontology')",context of discovery,ontology,2,3
"('contextofdiscovery', 'historyofscience')",context of discovery,history of science,4,3
"('contextofdiscovery', 'philosophyofphysics')",context of discovery,philosophy of physics,3,3
"('contextofdiscovery', 'progress')",context of discovery,progress,1,3
"('contextofdiscovery', 'rationalismandempiricism')",context of discovery,rationalism and empiricism,3,3
"('contextofdiscovery', 'scientificmethodology')",context of discovery,scientific methodology,4,0
"('analysis', 'contextofdiscovery')",context of discovery,analysis,1,3
"('contextofdiscovery', 'empiricism')",context of discovery,empiricism,4,0
"('contextofdiscovery', 'philosophyofbiology')",context of discovery,philosophy of biology,2,3
"('contextofdiscovery', 'referenceanddenotation')",context of discovery,reference and denotation,0,-1
"('contextofdiscovery', 'reference')",context of discovery,reference,0,-1
"('contextofdiscovery', 'evidence')",context of discovery,evidence,4,3
"('contextofdiscovery', 'philosophyofscience')",context of discovery,philosophy of science,4,0
"('contextofdiscovery', 'respect')",context of discovery,respect,0,-1
"('contextofdiscovery', 'knowledgeandskepticism')",context of discovery,knowledge and skepticism,1,3
"('attention', 'contextofdiscovery')",context of discovery,attention,0,-1
"('contextofdiscovery', 'knowledge')",context of discovery,knowledge,1,3
"('concepts', 'contextofdiscovery')",context of discovery,concepts,2,3
"('parsimony', 'simplicity')",parsimony,simplicity,4,2
"('ontology', 'parsimony')",parsimony,ontology,3,3
"('chinesephilosophy', 'scienceandchinesephilosophy')",chinese philosophy,Science and Chinese Philosophy,4,1
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,4,1
"('chinesephilosophy', 'ontology')",chinese philosophy,ontology,2,3
"('chinesephilosophy', 'translatingandinterpretingchinesephilosophy')",chinese philosophy,Translating and Interpreting Chinese Philosophy,4,1
"('buddhism', 'chinesephilosophy')",chinese philosophy,buddhism,3,2
"('chinesephilosophy', 'wisdom')",chinese philosophy,wisdom,3,0
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese philosophy,chinese-western comparative philosophy,4,3
"('chinesephilosophy', 'westernphilosophy')",chinese philosophy,western philosophy,2,2
"('chinesephilosophy', 'culture')",chinese philosophy,culture,3,0
"('chinesephilosophy', 'ethics')",chinese philosophy,ethics,4,3
"('pain', 'pleasure')",pain,pleasure,3,2
"('ontology', 'pain')",pain,ontology,0,-1
"('attention', 'pain')",pain,attention,1,3
"('pain', 'virtuesandvices')",pain,virtues and vices,1,3
"('matter', 'pain')",pain,matter,0,-1
"('pain', 'respect')",pain,respect,0,-1
"('consequences', 'pain')",pain,consequences,1,3
"('pain', 'qualities')",pain,qualities,1,0
"('mind', 'pain')",pain,mind,4,0
"('pain', 'philosophyofmind')",pain,philosophy of mind,4,0
"('body', 'pain')",pain,body,3,3
"('existence', 'pain')",pain,existence,0,-1
"('pain', 'purpose')",pain,purpose,0,-1
"('life', 'pain')",pain,life,1,0
"('pain', 'referenceanddenotation')",pain,reference and denotation,0,-1
"('change', 'pain')",pain,change,0,-1
"('goodness', 'metaphysics')",metaphysics,goodness,0,-1
"('consciousness', 'unityofconsciousness')",consciousness,unity of consciousness,4,1
"('consciousness', 'ontology')",consciousness,ontology,1,3
"('consciousness', 'self')",consciousness,self,4,2
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0
"('attention', 'consciousness')",consciousness,attention,4,2
"('animalconsciousness', 'consciousness')",consciousness,animal consciousness,4,1
"('consciousness', 'perception')",consciousness,perception,4,2
"('consciousness', 'philosophyofperception')",consciousness,philosophy of perception,4,2
"('consciousness', 'consciousnessandintentionality')",consciousness,consciousness and intentionality,4,2
"('fallacies', 'fallaciesduplicatetoremove')",fallacies,fallacies_(duplicate_to_remove),4,2
"('argument', 'fallacies')",fallacies,argument,3,2
"('fallacies', 'ontology')",fallacies,ontology,1,3
"('fallacies', 'inference')",fallacies,inference,4,0
"('fallacies', 'referenceanddenotation')",fallacies,reference and denotation,0,-1
"('analysis', 'fallacies')",fallacies,analysis,0,-1
"('consequences', 'fallacies')",fallacies,consequences,0,-1
"('fallacies', 'reference')",fallacies,reference,0,-1
"('definition', 'fallacies')",fallacies,definition,0,-1
"('fallacies', 'interpretation')",fallacies,interpretation,0,-1
"('boundedrationality', 'rationality')",bounded rationality,rationality,4,0
"('boundedrationality', 'information')",bounded rationality,Information,3,3
"('boundedrationality', 'probability')",bounded rationality,probability,3,3
"('boundedrationality', 'philosophyoftechnology')",bounded rationality,philosophy of technology,0,-1
"('boundedrationality', 'philosophyofeconomics')",bounded rationality,philosophy of economics,3,3
"('medievaltheoriesofcausality', 'medievaltheoriesofcausation')",medieval theories of causality,medieval theories of causation,4,2
"('medievalphilosophy', 'medievaltheoriesofcausality')",medieval theories of causality,medieval philosophy,4,0
"('literature', 'medievaltheoriesofcausality')",medieval theories of causality,literature,0,-1
"('defaults', 'defaultsinsemanticsandpragmatics')",defaults in semantics and pragmatics,defaults,4,0
"('daoism', 'taoism')",daoism,taoism,4,2
"('religion', 'taoism')",taoism,religion,4,0
"('ruleconsequentialism', 'ruleconsequentialism')",rule-consequentialism,rule consequentialism,4,2
"('essentialversusaccidentalproperties', 'essentialvsaccidentalproperties')",essential versus accidental properties,essential vs. accidental properties,4,2
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,4,0
"('essentialversusaccidentalproperties', 'properties')",essential versus accidental properties,properties,4,0
"('essentialism', 'essentialversusaccidentalproperties')",essential versus accidental properties,essentialism,4,0
"('essentialversusaccidentalproperties', 'object')",essential versus accidental properties,object,4,0
"('abstractobject', 'essentialversusaccidentalproperties')",essential versus accidental properties,abstract object,4,0
"('experimentinbiology', 'philosophyofbiology')",Experiment in Biology,philosophy of biology,4,0
"('experimentinbiology', 'molecularbiologyandgenetics')",Experiment in Biology,molecular biology and genetics,4,1
"('experimentinbiology', 'mechanism')",Experiment in Biology,mechanism,4,3
"('experimentinbiology', 'philosophiesoftheparticularsciences')",Experiment in Biology,philosophies of the particular sciences,4,0
"('experimentation', 'experimentinbiology')",Experiment in Biology,experimentation,4,0
"('evidence', 'experimentinbiology')",Experiment in Biology,evidence,4,0
"('experimentinbiology', 'replication')",Experiment in Biology,replication,3,3
"('experimentinbiology', 'modelsandidealization')",Experiment in Biology,models and idealization,3,3
"('eliminativism', 'ontology')",eliminativism,ontology,4,0
"('eliminativematerialism', 'eliminativism')",eliminativism,eliminative materialism,4,2
"('argument', 'eliminativism')",eliminativism,argument,0,-1
"('eliminativism', 'existence')",eliminativism,existence,2,3
"('attention', 'eliminativism')",eliminativism,attention,1,3
"('eliminativism', 'pain')",eliminativism,pain,2,3
"('eliminativism', 'psychiatry')",eliminativism,psychiatry,3,3
"('attributes', 'eliminativism')",eliminativism,attributes,1,3
"('eliminativism', 'interpretation')",eliminativism,interpretation,0,-1
"('eliminativism', 'philosophyofpsychology')",eliminativism,philosophy of psychology,4,0
"('eliminativism', 'literature')",eliminativism,literature,0,-1
"('eliminativism', 'relations')",eliminativism,relations,0,-1
"('eliminativism', 'virtuesandvices')",eliminativism,virtues and vices,0,-1
"('belief', 'eliminativism')",eliminativism,belief,4,3
"('eliminativism', 'philosophiesoftheparticularsciences')",eliminativism,philosophies of the particular sciences,4,0
"('eliminativism', 'referenceanddenotation')",eliminativism,reference and denotation,1,3
"('descriptions', 'eliminativism')",eliminativism,descriptions,1,3
"('eliminativism', 'propositionalattitude')",eliminativism,propositional attitude,4,3
"('eliminativism', 'mentalstate')",eliminativism,mental state,4,3
"('eliminativism', 'purpose')",eliminativism,purpose,2,3
"('coherentism', 'foundationalism')",foundationalism,coherentism,4,2
"('epistemology', 'foundationalism')",foundationalism,epistemology,4,0
"('foundationalism', 'justification')",foundationalism,justification,4,0
"('belief', 'foundationalism')",foundationalism,belief,4,3
"('epistemologicalproblemsofperception', 'foundationalism')",foundationalism,epistemological problems of perception,4,3
"('foundationalism', 'ontology')",foundationalism,ontology,2,3
"('foundationalism', 'foundationalisttheoriesofepistemicjustification')",foundationalism,foundationalist theories of epistemic justification,4,1
"('explanation', 'foundationalism')",foundationalism,explanation,1,3
"('foundationalism', 'skepticism')",foundationalism,skepticism,4,2
"('facts', 'foundationalism')",foundationalism,facts,3,3
"('computation', 'computationalcomplexitytheory')",computational complexity theory,computation,4,0
"('computationalcomplexitytheory', 'ontology')",computational complexity theory,ontology,2,3
"('computabilityandcomplexity', 'computationalcomplexitytheory')",computational complexity theory,computability and complexity,4,2
"('computationalcomplexitytheory', 'logic')",computational complexity theory,logic,3,0
"('computationalcomplexitytheory', 'functionandteleology')",computational complexity theory,function and teleology,0,-1
"('computationalcomplexitytheory', 'literature')",computational complexity theory,literature,0,-1
"('computationalcomplexitytheory', 'function')",computational complexity theory,function,1,3
"('change', 'computationalcomplexitytheory')",computational complexity theory,change,0,-1
"('computationalcomplexitytheory', 'information')",computational complexity theory,Information,3,3
"('computationalcomplexitytheory', 'secondorderandhigherorderlogic')",computational complexity theory,second-order and higher-order logic,2,3
"('computationalcomplexitytheory', 'situations')",computational complexity theory,situations,0,-1
"('computationalcomplexitytheory', 'interpretation')",computational complexity theory,interpretation,0,-1
"('computationalcomplexitytheory', 'facts')",computational complexity theory,facts,0,-1
"('computationalcomplexitytheory', 'semantics')",computational complexity theory,semantics,0,-1
"('computationalcomplexitytheory', 'syntax')",computational complexity theory,syntax,0,-1
"('computationalcomplexitytheory', 'respect')",computational complexity theory,respect,0,-1
"('computationalcomplexitytheory', 'intuition')",computational complexity theory,intuition,0,-1
"('computationalcomplexitytheory', 'formalism')",computational complexity theory,formalism,2,3
"('computationalcomplexitytheory', 'inference')",computational complexity theory,inference,1,3
"('computationalcomplexitytheory', 'modelsandidealization')",computational complexity theory,models and idealization,1,3
"('brainsinavat', 'reference')",brains in a vat,reference,3,3
"('brainsinavat', 'skepticismandcontentexternalism')",brains in a vat,Skepticism and Content Externalism,4,0
"('brainsinavat', 'ontology')",brains in a vat,ontology,2,3
"('brainsinavat', 'mentalstate')",brains in a vat,mental state,4,3
"('brainsinavat', 'sounds')",brains in a vat,sounds,0,-1
"('brainsinavat', 'semantics')",brains in a vat,semantics,4,3
"('brainsinavat', 'situations')",brains in a vat,situations,1,3
"('brainsinavat', 'skepticism')",brains in a vat,skepticism,3,3
"('belief', 'brainsinavat')",brains in a vat,belief,4,3
"('argument', 'brainsinavat')",brains in a vat,argument,1,3
"('churchturingthesis', 'turingmachine')",church-turing thesis,turing machine,4,1
"('churchturingthesis', 'function')",church-turing thesis,function,2,3
"('ontology', 'suffering')",Suffering,ontology,0,-1
"('life', 'suffering')",Suffering,life,2,0
"('pain', 'suffering')",Suffering,pain,4,2
"('person', 'suffering')",Suffering,person,2,3
"('consequences', 'suffering')",Suffering,consequences,0,-1
"('death', 'suffering')",Suffering,death,3,3
"('purpose', 'suffering')",Suffering,purpose,1,3
