key,ideaA,ideaB,humanRelatedness,humanGenerality
"('influenceofislamicthoughtonmaimonides', 'philosophyofreligion')",influence of islamic thought on maimonides,philosophy of religion,4,0
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,4,0
"('libertyofconscience', 'philosophyofreligion')",liberty of conscience,philosophy of religion,3,0
"('lebensphilosophie', 'philosophyofreligion')",lebensphilosophie,philosophy of religion,2,0
"('argumentsfortheexistenceofgod', 'philosophyofreligion')",arguments for the existence of god,philosophy of religion,4,0
"('buddhism', 'philosophyofreligion')",buddhism,philosophy of religion,4,0
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,4,0
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,4,0
"('existence', 'philosophyofreligion')",existence,philosophy of religion,3,0
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,4,0
"('medievalpoliticalphilosophy', 'philosophyofreligion')",medieval political philosophy,philosophy of religion,2,0
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,4,0
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,4,0
"('ethnocentrism', 'philosophyofreligion')",ethnocentrism,philosophy of religion,0,-1
"('philosophyofreligion', 'secularism')",secularism,philosophy of religion,4,0
"('philosophyofreligion', 'politicalauthority')",political authority,philosophy of religion,2,0
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,4,0
"('culture', 'philosophyofreligion')",culture,philosophy of religion,3,2
"('formsofgovernment', 'philosophyofreligion')",forms of government,philosophy of religion,2,0
"('philosophyandchristiantheology', 'philosophyofreligion')",philosophy and christian theology,philosophy of religion,4,0
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,4,0
"('naturallawtradition', 'philosophyofreligion')",natural law tradition,philosophy of religion,4,0
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,1,0
"('nonwesternphilosophy', 'philosophyofreligion')",non-western philosophy,philosophy of religion,2,0
"('hinduphilosophy', 'philosophyofreligion')",hindu philosophy,philosophy of religion,4,0
"('humesnewtonianismandantinewtonianism', 'philosophyofreligion')",hume's newtonianism and anti-newtonianism,philosophy of religion,2,0
"('catholicism', 'philosophyofreligion')",catholicism,philosophy of religion,4,0
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,0,-1
"('philosophyofreligion', 'protestantism')",protestantism,philosophy of religion,4,0
"('lutheranism', 'philosophyofreligion')",lutheranism,philosophy of religion,4,0
"('fanaticism', 'philosophyofreligion')",fanaticism,philosophy of religion,4,0
"('islamicphilosophy', 'philosophyofreligion')",islamic philosophy,philosophy of religion,4,0
"('philosophyofreligion', 'politicallegitimacy')",political legitimacy,philosophy of religion,1,0
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,4,0
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,4,0
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,4,0
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,4,0
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,3,0
"('freedomofspeech', 'philosophyofreligion')",freedom of speech,philosophy of religion,3,0
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,4,0
"('philosophyofreligion', 'socialandpoliticalphilosophy')",social and political philosophy,philosophy of religion,1,0
"('philosophyofreligion', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,philosophy of religion,1,0
"('nazism', 'philosophyofreligion')",nazism,philosophy of religion,0,-1
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,3,0
"('freedomofexpression', 'philosophyofreligion')",freedom of expression,philosophy of religion,3,0
"('anarchism', 'philosophyofreligion')",anarchism,philosophy of religion,1,0
"('philosophyofreligion', 'socialcontract')",social contract,philosophy of religion,1,0
"('commongood', 'philosophyofreligion')",common good,philosophy of religion,2,0
"('philosophyofreligion', 'zenbuddhism')",zen buddhism,philosophy of religion,4,0
"('perfectgoodness', 'philosophyofreligion')",perfect goodness,philosophy of religion,4,0
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,4,0
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,4,0
"('divinerevelation', 'philosophyofreligion')",divine revelation,philosophy of religion,4,0
"('divinelaw', 'philosophyofreligion')",divine law,philosophy of religion,4,0
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,4,0
"('philosophyofreligion', 'westernphilosophy')",western philosophy,philosophy of religion,2,3
"('asceticism', 'philosophyofreligion')",asceticism,philosophy of religion,4,0
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,2,0
"('liberty', 'philosophyofreligion')",liberty,philosophy of religion,2,0
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,4,0
"('philosophyofreligion', 'philosophyofwar')",philosophy of war,philosophy of religion,2,3
"('jansenism', 'philosophyofreligion')",jansenism,philosophy of religion,4,0
"('mohism', 'philosophyofreligion')",mohism,philosophy of religion,4,0
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,4,0
"('humanrights', 'philosophyofreligion')",human rights,philosophy of religion,3,0
"('ideas', 'philosophyofreligion')",ideas,philosophy of religion,3,0
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,3,-1
"('metaphysics', 'metaphysicsofscience')",metaphysics of science,metaphysics,4,-1
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,1,0
"('metaphysics', 'processtheism')",process theism,metaphysics,2,0
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,1,0
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,4,0
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,0,-1
"('aristotleoncausality', 'metaphysics')",aristotle on causality,metaphysics,4,0
"('metaphysics', 'philosophyofpsychology')",philosophy of psychology,metaphysics,2,3
"('matter', 'metaphysics')",matter,metaphysics,3,0
"('metaphysics', 'metaphysicsofmind')",metaphysics of mind,metaphysics,4,0
"('metaphysics', 'philosophyofmathematics')",philosophy of mathematics,metaphysics,3,2
"('feministmetaphysics', 'metaphysics')",feminist metaphysics,metaphysics,2,3
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,3,0
"('metaphysics', 'realismandantirealism')",realism and anti-realism,metaphysics,3,2
"('metaphysics', 'naturalphilosophy')",natural philosophy,metaphysics,2,2
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,2,2
"('aristotleslogic', 'metaphysics')",aristotle's logic,metaphysics,2,3
"('metaphysics', 'realism')",realism,metaphysics,4,0
"('kantsphilosophyofreligion', 'metaphysics')",kant's philosophy of religion,metaphysics,2,0
"('medievaltheoriesofrelations', 'metaphysics')",medieval theories of relations,metaphysics,4,0
"('kantsphilosophicaldevelopment', 'metaphysics')",kant's philosophical development,metaphysics,0,-1
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,0,-1
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,3,0
"('existence', 'metaphysics')",existence,metaphysics,4,2
"('epistemology', 'socialepistemology')",social epistemology,epistemology,2,0
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,1,0
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,3,0
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,3,0
"('coherentism', 'epistemology')",coherentism,epistemology,2,0
"('epistemology', 'epistemologyofreligion')",epistemology of religion,epistemology,2,0
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,2,0
"('epistemology', 'epistemologyofscience')",epistemology of science,epistemology,2,0
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,2,0
"('epistemology', 'knowledge')",knowledge,epistemology,4,2
"('coherentism', 'skepticism')",coherentism,skepticism,3,3
"('contextualism', 'skepticism')",contextualism,skepticism,4,3
"('dogmatism', 'skepticism')",dogmatism,skepticism,1,3
"('epistemology', 'socialepistemology')",social epistemology,epistemology,2,0
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,2,0
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,3,0
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,3,0
"('coherentism', 'epistemology')",coherentism,epistemology,4,0
"('epistemology', 'epistemologyofreligion')",epistemology of religion,epistemology,2,0
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,1,3
"('epistemology', 'epistemologyofscience')",epistemology of science,epistemology,2,3
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,1,3
"('epistemology', 'knowledge')",knowledge,epistemology,4,0
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,1,1
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,0,-1
"('epistemology', 'foundationalism')",foundationalism,epistemology,4,0
"('epistemology', 'reliabilism')",reliabilism,epistemology,4,0
"('epistemologicalproblemsofperception', 'epistemology')",epistemological problems of perception,epistemology,4,0
"('epistemology', 'moralepistemologyandmoralreasoning')",moral epistemology and moral reasoning,epistemology,2,3
"('epistemologicalproblemsoftestimony', 'epistemology')",epistemological problems of testimony,epistemology,4,0
"('epistemology', 'feministphilosophy')",feminist philosophy,epistemology,1,1
"('contextualism', 'epistemology')",contextualism,epistemology,4,0
"('belief', 'epistemology')",belief,epistemology,3,3
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,2,2
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,4,0
"('epistemology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,epistemology,2,2
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,2,2
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,2,2
"('epistemology', 'realismandantirealism')",realism and anti-realism,epistemology,1,3
"('epistemology', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,epistemology,1,3
"('epistemology', 'probabilityandstatistics')",probability and statistics,epistemology,1,2
"('epistemology', 'gettierproblem')",gettier problem,epistemology,4,0
"('epistemology', 'realism')",realism,epistemology,2,0
"('epistemology', 'introspection')",introspection,epistemology,4,3
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,0,-1
"('aristotlespsychology', 'philosophyofaction')",aristotle's psychology,philosophy of action,3,0
"('philosophyofaction', 'transcendentalism')",transcendentalism,philosophy of action,0,-1
"('economicinstitution', 'philosophyofaction')",economic institution,philosophy of action,0,-1
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,1,2
"('epistemology', 'otherminds')",other minds,epistemology,4,3
"('epistemologicalproblemsofmemory', 'epistemology')",epistemological problems of memory,epistemology,4,0
"('epistemology', 'philosophyofperception')",philosophy of perception,epistemology,3,2
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,4,0
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,0,0
"('epistemology', 'testimony')",testimony,epistemology,4,0
"('epistemology', 'perception')",perception,epistemology,4,3
"('epistemology', 'matter')",matter,epistemology,0,-1
"('epistemology', 'internalism')",internalism,epistemology,4,0
"('epistemology', 'metaphysicsofscience')",metaphysics of science,epistemology,1,0
"('epistemology', 'induction')",induction,epistemology,3,3
"('epistemology', 'justifiedtruebelief')",justified true belief,epistemology,4,0
"('epistemology', 'externalism')",externalism,epistemology,4,0
"('epistemology', 'philosophyofmind')",philosophy of mind,epistemology,2,2
"('epistemology', 'philosophyofbiology')",philosophy of biology,epistemology,1,2
"('epistemology', 'knowledgebyacquaintanceandknowledgebydescription')",knowledge by acquaintance and knowledge by description,epistemology,4,3
"('epistemology', 'ideas')",ideas,epistemology,3,3
"('computerethics', 'metaethics')",computer ethics,metaethics,1,0
"('metaethics', 'mooresmoralphilosophy')",moore's moral philosophy,metaethics,4,0
"('metaethics', 'personalidentityandethics')",personal identity and ethics,metaethics,1,0
"('computerethics', 'metaethics')",computer ethics,metaethics,1,0
"('metaethics', 'normativeethics')",normative ethics,metaethics,2,2
"('appliedethics', 'metaethics')",applied ethics,metaethics,1,2
"('metaethics', 'moralnaturalism')",moral naturalism,metaethics,4,0
"('metaethics', 'paradoxofanalysis')",paradox of analysis,metaethics,2,0
"('metaethics', 'nietzschesmoralandpoliticalphilosophy')",nietzsche's moral and political philosophy,metaethics,1,0
"('intuitionism', 'metaethics')",intuitionism,metaethics,4,0
"('metaethics', 'moralepistemology')",moral epistemology,metaethics,4,0
"('metaethics', 'moralrealism')",moral realism,metaethics,4,0
"('contractualism', 'metaethics')",contractualism,metaethics,1,0
"('bioethics', 'metaethics')",bioethics,metaethics,1,0
"('emotivism', 'metaethics')",emotivism,metaethics,4,0
"('metaethics', 'noncognitivism')",non-cognitivism,metaethics,4,0
"('argumentsforincompatibilism', 'metaethics')",arguments for incompatibilism,metaethics,0,-1
"('logicalpositivism', 'metaethics')",logical positivism,metaethics,2,0
"('epistemology', 'probability')",probability,epistemology,3,3
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,2,2
"('epistemology', 'scientificmethodology')",scientific methodology,epistemology,1,0
"('antirealism', 'epistemology')",anti-realism,epistemology,1,3
"('epistemology', 'philosophyofsocialscience')",philosophy of social science,epistemology,1,2
"('epistemology', 'sensedata')",sense data,epistemology,3,3
"('cognitivism', 'metaethics')",cognitivism,metaethics,4,0
"('irrealism', 'metaethics')",irrealism,metaethics,4,0
"('asceticism', 'metaethics')",asceticism,metaethics,0,-1
"('metaethics', 'moraldilemma')",moral dilemma,metaethics,1,0
"('internalism', 'metaethics')",internalism,metaethics,3,0
"('folkpsychology', 'metaethics')",folk psychology,metaethics,1,0
"('metaethics', 'moralskepticism')",moral skepticism,metaethics,3,0
"('deontology', 'metaethics')",deontology,metaethics,1,0
"('metaethics', 'moralrelativism')",moral relativism,metaethics,2,0
"('historyofwesternphilosophy', 'metaethics')",history of western philosophy,metaethics,1,1
"('deonticlogic', 'metaethics')",deontic logic,metaethics,1,0
"('identitytheoryofmind', 'metaethics')",identity theory of mind,metaethics,0,-1
"('metaethics', 'weaknessofwill')",weakness of will,metaethics,1,0
"('hedonism', 'metaethics')",hedonism,metaethics,1,0
"('metaethics', 'moralmotivation')",moral motivation,metaethics,4,0
"('fatalism', 'metaethics')",fatalism,metaethics,0,-1
"('metaethics', 'metaphysicsofcausation')",metaphysics of causation,metaethics,1,0
"('metaethics', 'moralcognitivismvsnoncognitivism')",moral cognitivism vs. non-cognitivism,metaethics,4,0
"('feministphilosophyofreligion', 'metaethics')",feminist philosophy of religion,metaethics,0,-1
"('hinduphilosophy', 'metaethics')",hindu philosophy,metaethics,0,-1
"('epistemology', 'scientifictheory')",scientific theory,epistemology,2,3
"('defeasiblereasoning', 'epistemology')",defeasible reasoning,epistemology,4,0
"('epistemology', 'generalrelativity')",general relativity,epistemology,0,-1
"('epistemology', 'theoryofforms')",theory of forms,epistemology,1,3
"('epistemology', 'platonicrealism')",platonic realism,epistemology,1,3
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,1,2
"('epistemology', 'logos')",logos,epistemology,2,3
"('epistemology', 'historyofscience')",history of science,epistemology,1,2
"('metaethics', 'taoism')",taoism,metaethics,0,-1
"('metaethics', 'religiouslanguage')",religious language,metaethics,1,0
"('metaethics', 'perfectionism')",perfectionism,metaethics,2,0
"('fictionalism', 'metaethics')",fictionalism,metaethics,2,0
"('globalization', 'metaethics')",globalization,metaethics,0,-1
"('metaethics', 'selfdeception')",self-deception,metaethics,0,-1
"('environmentalethics', 'metaethics')",environmental ethics,metaethics,1,0
"('contextualism', 'metaethics')",contextualism,metaethics,0,-1
"('metaethics', 'voluntarism')",voluntarism,metaethics,1,0
"('metaethics', 'reflectiveequilibrium')",reflective equilibrium,metaethics,1,0
"('metaethics', 'moralcharacter')",moral character,metaethics,1,0
"('metaethics', 'pragmatics')",pragmatics,metaethics,0,-1
"('metaethics', 'otherminds')",other minds,metaethics,0,-1
"('freedomofspeech', 'metaethics')",freedom of speech,metaethics,0,-1
"('metaethics', 'spacetime')",spacetime,metaethics,0,-1
"('metaethics', 'speechact')",speech act,metaethics,1,0
"('indexicals', 'metaethics')",indexicals,metaethics,0,-1
"('metaethics', 'ontologicalargument')",ontological argument,metaethics,0,-1
"('absolutism', 'metaethics')",absolutism,metaethics,1,0
"('epistemology', 'lawsofnature')",laws of nature,epistemology,1,3
"('epistemology', 'optimism')",optimism,epistemology,0,-1
"('epistemology', 'indeterminism')",indeterminism,epistemology,0,0
"('epistemology', 'transworldidentity')",transworld identity,epistemology,0,-1
"('baptism', 'epistemology')",baptism,epistemology,0,-1
"('ambiguity', 'epistemology')",ambiguity,epistemology,1,3
"('epistemology', 'interpretation')",interpretation,epistemology,1,3
"('metaethics', 'qualia')",qualia,metaethics,0,-1
"('metaethics', 'modallogic')",modal logic,metaethics,0,-1
"('internalismandexternalism', 'metaethics')",internalism and externalism,metaethics,3,0
"('metaethics', 'religiousexperience')",religious experience,metaethics,0,-1
"('metaethics', 'privacy')",privacy,metaethics,0,-1
"('metaethics', 'problemofevil')",problem of evil,metaethics,0,-1
"('metaethics', 'moralreasoning')",moral reasoning,metaethics,3,0
"('logicalform', 'metaethics')",logical form,metaethics,0,-1
"('metaethics', 'virtueethics')",virtue ethics,metaethics,2,0
"('metaethics', 'theoryoftruth')",theory of truth,metaethics,2,0
"('externalism', 'metaethics')",externalism,metaethics,3,0
"('metaethics', 'probabilityandstatistics')",probability and statistics,metaethics,0,-1
"('counterfactuals', 'metaethics')",counterfactuals,metaethics,1,0
"('fitness', 'metaethics')",fitness,metaethics,0,-1
"('metaethics', 'propernames')",proper names,metaethics,0,-1
"('diagrams', 'metaethics')",diagrams,metaethics,0,-1
"('metaethics', 'monism')",monism,metaethics,0,-1
"('metaethics', 'probability')",probability,metaethics,0,-1
"('epistemology', 'logicandlanguage')",logic and language,epistemology,3,2
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,0,-1
"('epistemology', 'falsificationism')",falsificationism,epistemology,1,0
"('epistemology', 'propernames')",proper names,epistemology,2,0
"('epistemology', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,epistemology,1,2
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,1,1
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,1,2
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,2,2
"('normativeethics', 'personalidentityandethics')",personal identity and ethics,normative ethics,4,0
"('mooresmoralphilosophy', 'normativeethics')",moore's moral philosophy,normative ethics,3,0
"('biomedicalethics', 'normativeethics')",biomedical ethics,normative ethics,3,0
"('argumentsforincompatibilism', 'normativeethics')",arguments for incompatibilism,normative ethics,1,0
"('bioethics', 'normativeethics')",bioethics,normative ethics,3,0
"('appliedethics', 'normativeethics')",applied ethics,normative ethics,3,0
"('nietzschesmoralandpoliticalphilosophy', 'normativeethics')",nietzsche's moral and political philosophy,normative ethics,3,0
"('deonticlogic', 'normativeethics')",deontic logic,normative ethics,2,0
"('aprioriandaposteriori', 'normativeethics')",a priori and a posteriori,normative ethics,1,0
"('normativeethics', 'structuralism')",structuralism,normative ethics,0,-1
"('normativeethics', 'scientism')",scientism,normative ethics,0,-1
"('feministethics', 'normativeethics')",feminist ethics,normative ethics,3,0
"('normativeethics', 'spacetime')",spacetime,normative ethics,0,-1
"('environmentalethics', 'normativeethics')",environmental ethics,normative ethics,3,0
"('fatalism', 'normativeethics')",fatalism,normative ethics,0,-1
"('normativeethics', 'selfdeception')",self-deception,normative ethics,0,-1
"('normativeethics', 'perfectionism')",perfectionism,normative ethics,2,0
"('normativeethics', 'valuetheory')",value theory,normative ethics,3,2
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",probability and statistics,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'probability')",probability,philosophy of science and the sciences,3,0
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,4,0
"('interpretationsofprobability', 'philosophyofscienceandthesciences')",interpretations of probability,philosophy of science and the sciences,3,0
"('folkpsychology', 'philosophyofscienceandthesciences')",folk psychology,philosophy of science and the sciences,2,0
"('philosophyofphysics', 'philosophyofscienceandthesciences')",philosophy of physics,philosophy of science and the sciences,4,0
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of mathematics,philosophy of science and the sciences,1,0
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,1,0
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,0
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science,philosophy of science and the sciences,4,2
"('philosophyofscienceandthesciences', 'religionandscience')",religion and science,philosophy of science and the sciences,1,0
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,1,0
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of biology,philosophy of science and the sciences,4,0
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,4,0
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,2,0
"('indispensabilityargumentsinthephilosophyofmathematics', 'philosophyofscienceandthesciences')",indispensability arguments in the philosophy of mathematics,philosophy of science and the sciences,3,0
"('philosophyofeconomics', 'philosophyofscienceandthesciences')",philosophy of economics,philosophy of science and the sciences,4,0
"('kantsphilosophyofscience', 'philosophyofscienceandthesciences')",kant's philosophy of science,philosophy of science and the sciences,4,0
"('continentalfeminism', 'continentalphilosophy')",continental feminism,continental philosophy,4,0
"('continentalphilosophy', 'intersectionsbetweenpragmatistandcontinentalfeminism')",intersections between pragmatist and continental feminism,continental philosophy,3,0
"('continentalphilosophy', 'intersectionsbetweenanalyticandcontinentalfeminism')",intersections between analytic and continental feminism,continental philosophy,3,0
"('20thcenturycontinentalphilosophy', 'continentalphilosophy')",20th century continental philosophy,continental philosophy,4,0
"('approachestofeministphilosophy', 'continentalphilosophy')",approaches to feminist philosophy,continental philosophy,2,0
"('continentalphilosophy', 'feminism')",feminism,continental philosophy,4,2
"('causationandmanipulability', 'continentalphilosophy')",causation and manipulability,continental philosophy,1,0
"('continentalphilosophy', 'pragmatistfeminism')",pragmatist feminism,continental philosophy,1,0
"('continentalphilosophy', 'deconstructionism')",deconstructionism,continental philosophy,4,0
"('20thcenturyphilosophy', 'continentalphilosophy')",20th century philosophy,continental philosophy,2,2
"('continentalphilosophy', 'hegelianism')",hegelianism,continental philosophy,4,0
"('continentalphilosophy', 'rationalismandempiricism')",rationalism and empiricism,continental philosophy,1,0
"('continentalphilosophy', 'historyoffeminism')",history of feminism,continental philosophy,2,0
"('continentalphilosophy', 'methodsinfeminism')",methods in feminism,continental philosophy,2,0
"('continentalphilosophy', 'existentialism')",existentialism,continental philosophy,4,0
"('continentalphilosophy', 'philosophyofhistory')",philosophy of history,continental philosophy,2,1
"('continentalphilosophy', 'natureofmeaning')",nature of meaning,continental philosophy,2,0
"('continentalphilosophy', 'feministphilosophyoflanguage')",feminist philosophy of language,continental philosophy,2,0
"('continentalphilosophy', 'idealism')",idealism,continental philosophy,1,0
"('philosophyofreligion', 'religiousdiversity')",religious diversity,philosophy of religion,4,0
"('feministphilosophyofreligion', 'philosophyofreligion')",feminist philosophy of religion,philosophy of religion,4,0
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,4,0
"('philosophyofreligion', 'religion')",religion,philosophy of religion,4,0
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,4,0
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0
"('philosophyofreligion', 'religionandscience')",religion and science,philosophy of religion,4,0
"('fideism', 'philosophyofreligion')",fideism,philosophy of religion,4,0
"('humeonreligion', 'philosophyofreligion')",hume on religion,philosophy of religion,4,0
"('belief', 'philosophyofreligion')",belief,philosophy of religion,3,0
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,4,0
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,2,0
"('philosophyofreligion', 'toleration')",toleration,philosophy of religion,3,0
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,2,0
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,4,0
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,4,0
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,4,0
"('life', 'philosophyofreligion')",life,philosophy of religion,2,0
"('philosophyofreligion', 'religiouslanguage')",religious language,philosophy of religion,4,0
"('hinduism', 'philosophyofreligion')",hinduism,philosophy of religion,4,0
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,4,0
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,3,0
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0
"('philosophyofreligion', 'satanism')",satanism,philosophy of religion,4,0
"('philosophyofreligion', 'religionandpolitics')",religion and politics,philosophy of religion,4,0
"('matter', 'philosophyofreligion')",matter,philosophy of religion,1,0
"('influenceofislamicthoughtonmaimonides', 'philosophyofreligion')",influence of islamic thought on maimonides,philosophy of religion,2,0
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,4,0
"('argumentsfortheexistenceofgod', 'philosophyofreligion')",arguments for the existence of god,philosophy of religion,4,0
"('buddhism', 'philosophyofreligion')",buddhism,philosophy of religion,4,0
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,4,0
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,4,0
"('existence', 'philosophyofreligion')",existence,philosophy of religion,2,0
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,3,-1
"('medievalpoliticalphilosophy', 'philosophyofreligion')",medieval political philosophy,philosophy of religion,3,0
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,4,0
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,4,0
"('ethnocentrism', 'philosophyofreligion')",ethnocentrism,philosophy of religion,3,0
"('philosophyofreligion', 'secularism')",secularism,philosophy of religion,4,0
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,4,0
"('afterlife', 'heavenandhell')",heaven and hell,afterlife,4,0
"('afterlife', 'meaningoflife')",meaning of life,afterlife,4,0
"('afterlife', 'eternityoftheworld')",eternity of the world,afterlife,4,0
"('africansagephilosophy', 'afterlife')",african sage philosophy,afterlife,1,0
"('afterlife', 'incompatibilism')",incompatibilism,afterlife,1,0
"('afterlife', 'religiousdiversity')",religious diversity,afterlife,1,-1
"('afterlife', 'perfectgoodness')",perfect goodness,afterlife,2,0
"('afterlife', 'compatibilismandincompatibilism')",compatibilism and incompatibilism,afterlife,2,0
"('afterlife', 'immortality')",immortality,afterlife,4,0
"('afterlife', 'totalitarianism')",totalitarianism,afterlife,1,0
