key,ideaA,ideaB,persona,system_prompt,user_prompt,metadata
"('identityofindiscernibles', 'metaphysics')",identity of indiscernibles,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767246+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('backwardcausation', 'causation')",backward causation,causation,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767297+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('backwardcausation', 'causation')",backward causation,causation,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767327+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('aestheticsandphilosophyofart', 'philosophyofcomposition')",aesthetics and philosophy of art,philosophy of composition,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767380+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('aestheticsandphilosophyofart', 'philosophyofcomposition')",aesthetics and philosophy of art,philosophy of composition,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767411+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'scientificmethodology')",scientific methodology,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767464+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'scientificmethodology')",scientific methodology,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767494+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('animalcognition', 'cognitivescience')",animal cognition,cognitive science,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767546+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('animalcognition', 'cognitivescience')",animal cognition,cognitive science,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767576+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('argumentsfortheexistenceofgod', 'philosophyofreligion')",arguments for the existence of god,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767628+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('argumentsfortheexistenceofgod', 'philosophyofreligion')",arguments for the existence of god,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767659+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('identityandindividualityinquantumtheory', 'metaphysics')",identity and individuality in quantum theory,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767712+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('identityandindividualityinquantumtheory', 'metaphysics')",identity and individuality in quantum theory,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767743+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('mentalstate', 'philosophyofmind')",mental state,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767795+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalstate', 'philosophyofmind')",mental state,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767825+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmathematics', 'philosophyofscience')",philosophy of mathematics,philosophy of science,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767877+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmathematics', 'philosophyofscience')",philosophy of mathematics,philosophy of science,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767908+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767960+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.767990+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('logicandlanguage', 'philosophyofmind')",logic and language,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768059+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('logicandlanguage', 'philosophyofmind')",logic and language,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768089+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768141+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768171+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768223+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768253+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('consciousness', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,consciousness,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768306+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('consciousness', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,consciousness,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768336+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768389+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768419+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemeandtechne', 'metaphysics')",episteme and techne,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768477+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemeandtechne', 'metaphysics')",episteme and techne,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768507+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('aristotleandmathematics', 'philosophyofmathematics')",aristotle and mathematics,philosophy of mathematics,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768559+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('aristotleandmathematics', 'philosophyofmathematics')",aristotle and mathematics,philosophy of mathematics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768590+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768643+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768673+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('thinkingmachine', 'turingtest')",thinking machine,turing test,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768725+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('thinkingmachine', 'turingtest')",thinking machine,turing test,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768755+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768808+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768839+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'philosophyofnature')",philosophy of nature,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768892+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'philosophyofnature')",philosophy of nature,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768922+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.768974+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769004+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyoflanguage', 'privatelanguage')",private language,philosophy of language,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769057+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyoflanguage', 'privatelanguage')",private language,philosophy of language,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769086+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'indeterminism')",indeterminism,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769138+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'indeterminism')",indeterminism,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769168+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769220+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769250+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769302+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769332+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('algebra', 'philosophyofmathematics')",philosophy of mathematics,algebra,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769385+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('algebra', 'philosophyofmathematics')",philosophy of mathematics,algebra,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769431+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophyofbiology')",philosophy of biology,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769484+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophyofbiology')",philosophy of biology,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769514+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('afterlife', 'eternityoftheworld')",eternity of the world,afterlife,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769566+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('afterlife', 'eternityoftheworld')",eternity of the world,afterlife,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769596+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'modernhistoryofcomputing')",modern history of computing,artificial intelligence,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769648+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'modernhistoryofcomputing')",modern history of computing,artificial intelligence,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769678+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('ambiguity', 'epistemology')",ambiguity,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769730+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('ambiguity', 'epistemology')",ambiguity,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769760+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769811+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769841+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('consciousnessandcontent', 'perception')",consciousness and content,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769894+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('consciousnessandcontent', 'perception')",consciousness and content,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769924+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'interpretation')",interpretation,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.769976+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'interpretation')",interpretation,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770006+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770058+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770087+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophiesoftheparticularsciences')",cognitive science,philosophies of the particular sciences,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770140+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophiesoftheparticularsciences')",cognitive science,philosophies of the particular sciences,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770171+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('animalcognition', 'perception')",animal cognition,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770224+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('animalcognition', 'perception')",animal cognition,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770253+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770305+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770335+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770387+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770417+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('mentalcontent', 'mentalimagery')",mental imagery,mental content,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770469+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalcontent', 'mentalimagery')",mental imagery,mental content,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770499+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('continentalphilosophy', 'feminism')",feminism,continental philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770550+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('continentalphilosophy', 'feminism')",feminism,continental philosophy,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770580+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'psychiatry')",psychiatry,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770631+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'psychiatry')",psychiatry,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770661+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('africanandafricanamericanphilosophy', 'africansagephilosophy')",african sage philosophy,african and african-american philosophy,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770713+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('africanandafricanamericanphilosophy', 'africansagephilosophy')",african sage philosophy,african and african-american philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770744+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('molecularbiology', 'philosophyofbiology')",molecular biology,philosophy of biology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770797+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('molecularbiology', 'philosophyofbiology')",molecular biology,philosophy of biology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770842+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('churchturingthesis', 'function')",church-turing thesis,function,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770894+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('churchturingthesis', 'function')",church-turing thesis,function,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770924+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('analysis', 'metaphysics')",analysis,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.770979+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('analysis', 'metaphysics')",analysis,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771009+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyoflanguage', 'syntax')",philosophy of language,syntax,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771060+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyoflanguage', 'syntax')",philosophy of language,syntax,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771090+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('africanandafricanamericanphilosophy', 'race')",race,african and african-american philosophy,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771142+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('africanandafricanamericanphilosophy', 'race')",race,african and african-american philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771178+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'languagelearning')",language learning,cognitive science,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771230+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'languagelearning')",language learning,cognitive science,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771260+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771312+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771342+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'transworldidentity')",transworld identity,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771395+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'transworldidentity')",transworld identity,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771424+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771476+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771506+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'processtheism')",process theism,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771557+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'processtheism')",process theism,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771587+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771639+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771669+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771722+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771751+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'historyofscience')",history of science,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771803+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'historyofscience')",history of science,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771833+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771885+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771915+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771967+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.771998+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.772051+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.772081+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.772133+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
